Date,USD_INR,EUR_INR,GBP_INR,JPY_INR
2016-11-10,66.5075,72.551,82.577,0.6277
2016-11-11,67.2145,72.73,84.324,0.625
2016-11-14,67.5468,73.269,84.943,0.6324
2016-11-15,67.7755,72.773,84.73,0.6258
2016-11-16,67.748,72.588,84.348,0.6207
2016-11-17,67.9815,72.722,84.575,0.6244
2016-11-18,67.9748,72.13,84.367,0.6159
2016-11-21,68.17,71.4256,84.192,0.614
2016-11-22,68.2155,72.495,85.216,0.6158
2016-11-23,68.3855,72.642,84.951,0.6157
2016-11-24,68.7985,72.458,85.475,0.6104
2016-11-25,68.7455,72.522,85.6,0.6062
2016-11-28,68.5085,72.515,85.411,0.6053
2016-11-29,68.5555,72.733,85.099,0.6134
2016-11-30,68.608,72.972,85.696,0.6093
2016-12-01,68.588,72.573,85.827,0.5974
2016-12-02,68.2165,72.66,85.937,0.5983
2016-12-05,68.0115,72.481,86.272,0.5979
2016-12-06,68.0125,73.081,86.552,0.5967
2016-12-07,67.722,72.516,85.8,0.5932
2016-12-08,67.4315,72.484,85.157,0.5924
2016-12-09,67.406,71.51,84.809,0.5902
2016-12-12,67.4605,71.182,84.952,0.585
2016-12-13,67.418,71.657,85.447,0.5857
2016-12-14,67.3865,71.539,85.321,0.5841
2016-12-15,67.82,70.853,85.019,0.5751
2016-12-16,67.845,70.605,84.3,0.5732
2016-12-19,67.835,69.8062,84.656,0.5662
2016-12-20,67.8402,70.511,84.054,0.579
2016-12-21,67.897,70.473,84.01,0.5752
2016-12-22,67.8255,70.656,83.787,0.5762
2016-12-23,67.838,70.737,83.36,0.5766
2016-12-26,67.8308,70.847,83.238,0.5781
2016-12-27,67.772,69.8867,83.197,0.5708
2016-12-28,67.968,71.012,83.407,0.5778
2016-12-29,68.205,70.973,83.38,0.5819
2016-12-30,67.933,71.767,83.265,0.5836
2017-01-02,67.9448,71.381,83.82,0.5797
2017-01-03,68.1339,71.185,83.672,0.5792
2017-01-04,68.2698,71.054,83.562,0.5798
2017-01-05,67.8855,71.204,83.634,0.5791
2017-01-06,67.733,71.762,84.119,0.587
2017-01-09,68.1426,71.666,83.6,0.5817
2017-01-10,68.097,72.026,82.853,0.5866
2017-01-11,68.318,72.024,83.163,0.5891
2017-01-12,68.14,72.296,83.23,0.5928
2017-01-13,68.1295,72.247,82.822,0.5936
2017-01-16,68.1578,72.491,81.989,0.595
2017-01-17,68.0946,72.128,81.933,0.5959
2017-01-18,67.8995,72.563,84.149,0.601
2017-01-19,68.198,72.402,83.616,0.5937
2017-01-20,68.0903,72.508,84.021,0.5917
2017-01-23,68.0772,72.781,84.264,0.5833
2017-01-24,68.0514,73.14,85.274,0.6028
2017-01-25,68.1645,73.071,85.421,0.5982
2017-01-26,67.973,73.009,85.857,0.5994
2017-01-27,68.149,72.735,85.823,0.5948
2017-01-30,68.11,71.7498,85.244,0.5827
2017-01-31,67.821,72.553,84.749,0.5961
2017-02-01,67.5016,72.857,84.993,0.5985
2017-02-02,67.3954,72.485,85.318,0.5941
2017-02-03,67.2656,72.211,84.219,0.5951
2017-02-06,67.1573,71.2478,83.859,0.5863
2017-02-07,67.1953,72.118,83.795,0.6003
2017-02-08,67.3405,71.823,84.155,0.5985
2017-02-09,66.9643,71.607,83.884,0.5982
2017-02-10,66.7453,71.078,83.4,0.5881
2017-02-13,66.8437,70.1517,83.471,0.5825
2017-02-14,66.9154,70.85,83.788,0.5879
2017-02-15,66.7759,70.621,83.264,0.584
2017-02-16,66.8655,70.841,83.353,0.5853
2017-02-17,67.1648,71.508,83.861,0.5913
2017-02-20,67.0652,71.119,83.406,0.5937
2017-02-21,66.965,70.896,83.529,0.5899
2017-02-22,66.9651,70.525,83.611,0.5885
2017-02-23,66.9143,70.533,83.352,0.5894
2017-02-24,66.6828,70.501,83.726,0.5911
2017-02-27,66.635,70.311,83.08,0.5936
2017-02-28,66.6932,70.515,82.952,0.591
2017-03-01,66.7051,70.428,82.58,0.5894
2017-03-02,66.858,70.369,82.233,0.5853
2017-03-03,66.8451,70.091,82.019,0.5833
2017-03-06,66.773,70.854,82.111,0.5732
2017-03-07,66.6647,70.452,81.587,0.5846
2017-03-08,66.6162,70.339,81.289,0.5841
2017-03-09,66.765,70.324,81.289,0.5829
2017-03-10,66.6805,70.465,81.041,0.5785
2017-03-13,66.485,69.691,80.912,0.5792
2017-03-14,66.1701,70.405,80.73,0.5752
2017-03-15,65.7751,69.731,79.962,0.5731
2017-03-16,65.6205,70.39,80.662,0.5781
2017-03-17,65.4045,70.353,80.765,0.5763
2017-03-20,65.4681,69.2586,81.123,0.5806
2017-03-21,65.3353,70.078,80.741,0.5799
2017-03-22,65.495,70.571,81.716,0.5853
2017-03-23,65.365,70.553,81.533,0.587
2017-03-24,65.4444,70.503,81.928,0.5889
2017-03-27,65.3931,70.579,81.707,0.5872
2017-03-28,65.045,70.508,81.674,0.586
2017-03-29,65.11,70.279,80.89,0.584
2017-03-30,64.78,69.712,80.592,0.5831
2017-03-31,64.79,69.236,80.839,0.5796
2017-04-03,64.7967,69.022,81.331,0.5817
2017-04-04,64.8775,69.256,81.046,0.5861
2017-04-05,65.05,69.425,80.92,0.5864
2017-04-06,65.04,69.155,81.214,0.5871
2017-04-07,64.58,68.683,80.544,0.5818
2017-04-10,64.26,67.992,79.469,0.578
2017-04-11,64.575,68.368,80.237,0.5827
2017-04-12,64.63,68.419,80.733,0.5883
2017-04-13,64.5,68.948,80.959,0.5934
2017-04-14,64.45,68.325,80.593,0.5888
2017-04-17,64.4537,68.325,80.755,0.5927
2017-04-18,64.4083,68.325,80.884,0.5887
2017-04-19,64.57,69.196,82.942,0.5942
2017-04-20,64.6467,69.189,82.626,0.5933
2017-04-21,64.66,69.157,82.77,0.5901
2017-04-24,64.64,69.277,82.893,0.592
2017-04-25,64.39,69.985,82.27,0.5875
2017-04-26,64.35,70.217,82.568,0.5786
2017-04-27,64.02,69.879,82.245,0.5761
2017-04-28,64.06,69.575,82.58,0.5759
2017-05-01,64.2583,69.3539,83.079,0.5759
2017-05-02,64.18,70.009,82.77,0.5739
2017-05-03,64.07,70.088,82.906,0.5724
2017-05-04,64.21,69.786,82.64,0.5682
2017-05-05,64.17,70.435,82.938,0.57
2017-05-08,64.308,70.644,83.478,0.57
2017-05-09,64.4118,70.24,83.362,0.5677
2017-05-10,64.64,70.328,83.709,0.5682
2017-05-11,64.55,70.056,83.462,0.5638
2017-05-12,64.36,69.893,82.949,0.5652
2017-05-15,64.1655,70.144,82.702,0.5662
2017-05-16,64.0383,70.267,82.619,0.5631
2017-05-17,63.9,70.968,82.542,0.5678
2017-05-18,64.23,71.467,83.307,0.5763
2017-05-19,64.8711,72.008,84.019,0.582
2017-05-22,64.4485,72.265,84.015,0.5795
2017-05-23,64.5002,72.42,83.816,0.5809
2017-05-24,64.8852,72.466,84.116,0.579
2017-05-25,64.7601,72.66,83.999,0.5802
2017-05-26,64.5454,72.289,83.459,0.5771
2017-05-29,64.5132,72.062,82.654,0.5787
2017-05-30,64.5086,71.74,82.749,0.5798
2017-05-31,64.6186,72.109,82.802,0.5823
2017-06-01,64.5001,72.426,83.053,0.5816
2017-06-02,64.3723,72.229,82.932,0.578
2017-06-05,64.405,72.593,82.899,0.5723
2017-06-06,64.344,72.361,83.041,0.5824
2017-06-07,64.4205,72.539,83.166,0.5879
2017-06-08,64.4183,72.438,83.479,0.5856
2017-06-09,64.2439,71.771,82.287,0.5842
2017-06-12,64.377,71.846,82.03,0.5817
2017-06-13,64.4691,72.109,81.677,0.5859
2017-06-14,64.3575,72.047,82.078,0.5839
2017-06-15,64.1658,71.94,81.8,0.5862
2017-06-16,64.56,71.887,82.331,0.5813
2017-06-19,64.395,72.102,82.223,0.5808
2017-06-20,64.4876,71.793,82.108,0.5766
2017-06-21,64.5305,71.795,81.462,0.579
2017-06-22,64.5416,72.003,81.791,0.5792
2017-06-23,64.591,71.955,81.875,0.5799
2017-06-26,64.498,72.13,82.156,0.5792
2017-06-27,64.4213,71.978,81.94,0.5754
2017-06-28,64.5248,73.019,82.703,0.574
2017-06-29,64.5119,73.362,83.435,0.5737
2017-06-30,64.7851,73.891,84.283,0.5766
2017-07-03,64.6068,73.758,84.122,0.5744
2017-07-04,64.8427,73.652,83.941,0.5712
2017-07-05,64.7689,73.518,83.713,0.5729
2017-07-06,64.7914,73.449,83.808,0.5719
2017-07-07,64.7133,73.868,83.925,0.5714
2017-07-10,64.6117,73.602,83.281,0.5668
2017-07-12,64.5256,73.999,82.974,0.567
2017-07-13,64.365,73.544,82.998,0.5682
2017-07-14,64.4258,73.433,83.421,0.5677
2017-07-17,64.2673,73.811,84.222,0.5719
2017-07-18,64.33,73.741,84.005,0.5708
2017-07-19,64.3063,74.199,83.84,0.5737
2017-07-20,64.2633,74.014,83.724,0.5738
2017-07-21,64.325,74.775,83.408,0.5747
2017-07-24,64.4611,75.012,83.773,0.5785
2017-07-25,64.3651,74.843,83.822,0.5781
2017-07-26,64.447,74.89,83.964,0.5743
2017-07-27,64.3447,75.395,84.41,0.5783
2017-07-28,64.185,74.873,83.891,0.5766
2017-07-31,64.1235,74.1115,84.254,0.5788
2017-08-01,64.1895,75.827,84.75,0.5811
2017-08-02,64.0558,75.626,84.629,0.5798
2017-08-03,63.6406,75.348,84.149,0.5741
2017-08-04,63.697,75.614,83.691,0.5791
2017-08-07,63.6651,74.5288,83.091,0.5746
2017-08-08,63.8301,75.254,83.198,0.5758
2017-08-09,63.7029,74.787,82.758,0.5778
2017-08-10,63.8877,75.029,83.122,0.5796
2017-08-11,64.1386,75.36,83.221,0.5868
2017-08-14,64.081,74.4026,83.356,0.5868
2017-08-15,64.1743,75.389,83.185,0.5824
2017-08-16,64.263,75.2,82.686,0.5792
2017-08-17,64.1605,75.474,82.716,0.5826
2017-08-18,64.1889,75.092,82.604,0.5863
2017-08-21,64.0759,75.302,82.508,0.5864
2017-08-22,64.1575,75.65,82.741,0.5877
2017-08-23,64.0575,75.279,82.155,0.5832
2017-08-24,64.005,75.596,81.953,0.5874
2017-08-25,64.035,75.487,81.952,0.5842
2017-08-28,63.9955,74.6748,82.591,0.5847
2017-08-29,63.7893,76.366,82.468,0.5871
2017-08-30,63.9868,76.543,82.681,0.5825
2017-08-31,63.9762,76.001,82.667,0.5786
2017-09-01,63.9119,76.07,82.69,0.5799
2017-09-04,64.0155,75.847,82.987,0.5799
2017-09-05,64.0263,76.089,82.745,0.5826
2017-09-06,64.1,76.365,83.593,0.5897
2017-09-07,64.0154,76.328,83.52,0.5864
2017-09-08,63.9501,76.917,83.748,0.5906
2017-09-11,63.931,76.688,84.31,0.5909
2017-09-12,63.98,76.38,84.296,0.5839
2017-09-13,63.9876,76.572,85.031,0.5803
2017-09-14,64.1151,76.006,84.692,0.5786
2017-09-15,64.155,76.357,85.942,0.5828
2017-09-18,64.1202,75.6104,87.171,0.5778
2017-09-19,64.2147,76.643,86.794,0.5748
2017-09-20,64.2987,77.032,86.894,0.5757
2017-09-21,64.2837,76.242,86.703,0.5706
2017-09-22,64.8023,77.339,88.004,0.5758
2017-09-25,64.891,77.337,87.615,0.578
2017-09-26,65.2651,77.132,87.958,0.5821
2017-09-27,65.35,77.078,87.907,0.5819
2017-09-28,65.525,77.125,87.784,0.5816
2017-09-29,65.36,77.047,87.779,0.5814
2017-10-02,65.2933,77.087,87.474,0.5813
2017-10-03,65.5717,76.555,87.046,0.5785
2017-10-04,65.4431,76.845,86.668,0.5797
2017-10-05,65.0195,76.373,86.039,0.5758
2017-10-06,65.21,76.218,85.476,0.5771
2017-10-09,65.4142,76.67,85.542,0.5712
2017-10-10,65.4146,76.657,85.958,0.5795
2017-10-11,65.2389,77.021,86.171,0.5803
2017-10-12,65.2054,77.232,86.237,0.5789
2017-10-13,65.046,76.893,86.276,0.5791
2017-10-16,64.673,75.7613,85.95,0.578
2017-10-17,64.6946,76.227,85.722,0.5761
2017-10-18,64.9287,76.467,85.658,0.5789
2017-10-19,65.0401,76.643,85.941,0.575
2017-10-20,64.9046,76.923,85.346,0.5762
2017-10-23,65.1041,76.544,85.839,0.5726
2017-10-24,65.0349,76.357,85.866,0.5731
2017-10-25,65.0795,76.459,85.462,0.5706
2017-10-26,64.84,76.658,86.055,0.5711
2017-10-27,64.6,75.378,84.789,0.5676
2017-10-30,64.8734,75.425,85.179,0.5717
2017-10-31,64.8424,75.492,85.668,0.5734
2017-11-01,64.6701,75.364,85.963,0.5691
2017-11-02,64.5551,74.996,85.566,0.5648
2017-11-03,64.5005,75.205,84.182,0.5657
2017-11-06,64.6934,74.868,84.598,0.5654
2017-11-07,64.5909,74.966,85.076,0.5674
2017-11-08,65.1645,75.396,85.822,0.5713
2017-11-09,64.9105,75.188,85.129,0.5692
2017-11-10,64.968,75.593,85.395,0.5724
2017-11-13,65.1603,75.902,85.768,0.5737
2017-11-14,65.4384,76.259,85.81,0.5755
2017-11-15,65.4134,77.055,86.061,0.5762
2017-11-17,65.21,76.818,86.063,0.5771
2017-11-20,64.905,75.6715,85.749,0.5723
2017-11-21,65.025,76.331,86.09,0.5778
2017-11-22,64.7613,76.07,85.777,0.5769
2017-11-23,64.77,76.573,86.256,0.5822
2017-11-24,64.5794,76.442,85.928,0.5799
2017-11-27,64.545,75.6813,86.075,0.5786
2017-11-28,64.4339,76.674,85.833,0.5793
2017-11-29,64.47,76.233,86.109,0.5763
2017-11-30,64.4148,76.196,86.423,0.574
2017-12-01,64.4994,76.653,87.256,0.5724
2017-12-04,64.509,75.751,86.913,0.5679
2017-12-05,64.3514,76.32,86.707,0.5716
2017-12-06,64.3569,76.061,86.316,0.5715
2017-12-07,64.5152,76.094,86.389,0.574
2017-12-08,64.5424,75.935,87.035,0.57
2017-12-11,64.473,75.778,86.304,0.5672
2017-12-12,64.35,75.711,85.88,0.5662
2017-12-13,64.55,75.553,85.965,0.5666
2017-12-14,64.32,76.212,86.278,0.5709
2017-12-15,64.275,75.684,86.339,0.572
2017-12-18,64.0723,75.24,85.357,0.5686
2017-12-19,64.2001,75.582,85.889,0.5699
2017-12-20,64.0476,75.754,85.74,0.5665
2017-12-21,63.965,76.073,85.53,0.5656
2017-12-22,64.0097,75.829,85.643,0.5644
2017-12-25,64.0078,75.838,85.549,0.5643
2017-12-26,64.0105,75.838,85.61,0.5639
2017-12-27,64.0282,75.867,85.634,0.5652
2017-12-28,64.115,76.229,85.929,0.5656
2017-12-29,64.062,76.432,86.085,0.567
2018-01-01,63.8408,75.5603,86.281,0.5659
2018-01-02,63.8676,75.5603,86.298,0.5588
2018-01-03,63.46,76.472,86.29,0.5647
2018-01-04,63.4191,76.19,85.678,0.5634
2018-01-05,63.3696,76.434,85.878,0.5615
2018-01-08,63.265,76.115,85.888,0.5595
2018-01-09,63.452,75.903,86.107,0.5604
2018-01-10,63.6361,75.878,86.111,0.5641
2018-01-11,63.76,75.996,86.162,0.5704
2018-01-12,63.6721,76.612,86.22,0.5717
2018-01-15,63.5885,77.442,87.326,0.5621
2018-01-16,63.5212,77.84,87.652,0.5737
2018-01-17,63.9943,78.479,88.297,0.5794
2018-01-18,63.825,77.767,88.223,0.5731
2018-01-19,63.8676,78.075,88.721,0.5747
2018-01-22,63.8321,77.93,88.68,0.5755
2018-01-23,63.8801,78.227,89.328,0.5752
2018-01-24,63.7505,78.415,89.374,0.5785
2018-01-25,63.5779,78.798,90.408,0.5817
2018-01-26,63.5731,78.631,89.965,0.5784
2018-01-29,63.57,78.905,89.902,0.5843
2018-01-30,63.6694,78.663,89.611,0.5833
2018-01-31,63.7699,78.953,90.274,0.5852
2018-02-01,63.665,78.833,90.42,0.5813
2018-02-02,63.975,79.962,91.276,0.5842
2018-02-05,64.1325,79.836,90.443,0.5818
2018-02-06,64.3147,79.245,89.725,0.5874
2018-02-07,63.98,79.422,89.295,0.5851
2018-02-08,64.2,78.782,89.05,0.5881
2018-02-09,64.4405,78.755,89.794,0.5918
2018-02-12,64.2113,78.683,88.763,0.591
2018-02-13,64.2835,79.007,89.011,0.5908
2018-02-14,64.2501,79.307,89.211,0.5958
2018-02-15,64.0252,79.837,89.743,0.6009
2018-02-16,63.8909,79.817,90.139,0.6016
2018-02-19,64.38,79.585,90.282,0.6036
2018-02-20,64.505,79.577,90.28,0.6014
2018-02-21,64.865,79.925,90.796,0.6034
2018-02-22,64.895,79.51,90.295,0.6015
2018-02-23,64.9514,80.015,90.626,0.6078
2018-02-26,64.703,79.471,90.374,0.6048
2018-02-27,64.7804,79.681,90.475,0.6043
2018-02-28,64.91,79.32,90.266,0.6037
2018-03-01,65.24,79.421,89.726,0.6109
2018-03-02,65.15,79.964,89.726,0.6137
2018-03-05,65.1867,80.278,90.0,0.6163
2018-03-06,65.0037,80.138,90.017,0.6114
2018-03-07,64.89,80.5,90.176,0.6143
2018-03-08,64.8912,80.452,90.214,0.6105
2018-03-09,65.0904,80.038,89.854,0.6112
2018-03-12,64.9649,80.069,90.015,0.609
2018-03-13,64.9455,80.102,90.315,0.6108
2018-03-14,64.8281,80.285,90.56,0.6083
2018-03-15,64.8368,80.163,90.579,0.6102
2018-03-16,65.0144,79.903,90.6,0.6107
2018-03-19,65.065,79.786,90.719,0.6126
2018-03-20,65.2101,80.379,91.459,0.6146
2018-03-21,65.2324,79.826,91.345,0.6121
2018-03-22,65.0656,80.401,92.031,0.6147
2018-03-23,65.16,80.165,91.963,0.6196
2018-03-26,65.015,80.202,92.014,0.6196
2018-03-27,64.695,80.673,92.107,0.6139
2018-03-28,64.8955,80.501,91.998,0.6152
2018-03-29,65.1492,80.132,91.718,0.6096
2018-03-30,65.03,80.015,91.246,0.6113
2018-04-02,65.1055,80.015,91.363,0.6106
2018-04-03,65.14,80.0209,91.514,0.6139
2018-04-04,64.905,79.727,91.279,0.6101
2018-04-05,64.995,79.841,91.555,0.6086
2018-04-06,64.8615,79.42,90.848,0.6054
2018-04-09,64.9045,79.667,91.453,0.6067
2018-04-10,64.87,79.958,91.673,0.6079
2018-04-11,64.9253,80.218,92.089,0.6057
2018-04-12,65.19,80.656,92.455,0.6102
2018-04-13,65.2757,80.419,92.919,0.6084
2018-04-16,65.1956,80.386,92.851,0.6073
2018-04-17,65.4293,81.005,93.846,0.611
2018-04-18,65.675,81.189,93.888,0.6131
2018-04-19,66.01,81.272,93.765,0.6117
2018-04-20,66.1148,81.237,93.112,0.6125
2018-04-23,66.1969,80.2413,92.728,0.6066
2018-04-24,66.545,81.143,92.753,0.611
2018-04-25,66.4141,81.189,92.952,0.6097
2018-04-26,66.9077,81.365,93.245,0.6112
2018-04-27,66.9,80.814,93.097,0.6106
2018-04-30,66.61,80.733,91.789,0.6104
2018-05-01,66.45,80.19,91.49,0.6068
2018-05-02,66.7887,80.2309,90.881,0.6094
2018-05-03,67.08,79.608,91.055,0.6065
2018-05-04,66.66,79.847,90.46,0.6104
2018-05-07,66.8105,79.85,90.429,0.611
2018-05-08,67.1188,80.042,91.072,0.6156
2018-05-09,67.1625,79.634,91.026,0.6156
2018-05-10,67.62,79.713,91.632,0.6126
2018-05-11,67.39,80.039,91.111,0.6137
2018-05-14,67.3822,80.378,91.275,0.6154
2018-05-15,67.678,80.523,91.794,0.6151
2018-05-16,68.46,80.408,92.452,0.6167
2018-05-17,68.06,79.996,92.172,0.6135
2018-05-18,68.14,79.825,92.069,0.6108
2018-05-21,67.975,79.951,91.606,0.6132
2018-05-22,68.4,80.214,91.882,0.6131
2018-05-23,68.43,80.099,91.939,0.6137
2018-05-24,68.65,79.923,91.839,0.6212
2018-05-25,68.2601,79.953,91.355,0.6239
2018-05-28,67.7217,78.819,90.142,0.6184
2018-05-29,67.4028,78.286,89.727,0.6156
2018-05-30,68.13,78.19,90.299,0.6251
2018-05-31,67.43,78.592,89.572,0.6196
2018-06-01,67.435,78.766,89.627,0.6195
2018-06-04,66.925,78.036,89.338,0.6112
2018-06-05,67.06,78.395,89.282,0.6093
2018-06-06,67.09,78.598,89.945,0.6101
2018-06-07,66.8301,78.668,89.705,0.6063
2018-06-08,67.41,79.428,90.459,0.6139
2018-06-11,67.51,79.396,90.43,0.616
2018-06-12,67.49,79.356,90.263,0.6106
2018-06-13,67.91,79.192,90.825,0.6103
2018-06-14,67.78,79.772,90.7,0.613
2018-06-15,68.13,78.21,90.341,0.6112
2018-06-18,68.05,78.931,90.363,0.6147
2018-06-19,68.01,79.044,90.104,0.617
2018-06-20,68.05,79.081,89.657,0.6199
2018-06-21,68.35,78.727,90.044,0.6161
2018-06-22,67.83,78.774,89.846,0.6173
2018-06-25,67.8549,79.043,90.008,0.6165
2018-06-26,68.34,79.625,90.757,0.6206
2018-06-27,68.365,79.575,90.403,0.6203
2018-06-28,69.24,79.292,90.83,0.6221
2018-06-29,68.7967,79.513,89.954,0.6224
2018-07-02,68.435,79.909,90.375,0.6179
2018-07-03,68.6948,79.92,90.285,0.6192
2018-07-04,68.83,79.842,90.79,0.6202
2018-07-05,68.98,80.03,91.277,0.621
2018-07-06,69.07,80.465,91.326,0.6223
2018-07-09,68.755,80.732,91.43,0.6223
2018-07-10,68.6598,80.642,90.979,0.6182
2018-07-11,68.9,80.546,91.353,0.6197
2018-07-12,68.72,80.169,90.743,0.6133
2018-07-13,68.54,79.8,90.315,0.6072
2018-07-16,68.4867,79.962,90.591,0.609
2018-07-17,68.72,80.189,90.949,0.6094
2018-07-18,68.356,79.658,89.577,0.6049
2018-07-19,68.6155,79.837,89.705,0.6077
2018-07-20,68.9351,80.366,89.744,0.6137
2018-07-23,68.7333,80.483,90.268,0.6162
2018-07-24,69.2,80.434,90.659,0.617
2018-07-25,68.81,80.489,90.48,0.6192
2018-07-26,68.84,80.592,90.856,0.6194
2018-07-27,68.74,79.861,90.084,0.6171
2018-07-30,68.615,79.893,89.927,0.6172
2018-07-31,68.685,80.243,90.223,0.6175
2018-08-01,68.4968,79.946,89.844,0.6118
2018-08-02,68.3071,79.643,89.665,0.6118
2018-08-03,68.6155,79.426,89.308,0.6138
2018-08-06,68.505,79.216,89.064,0.6154
2018-08-07,68.81,79.462,89.071,0.6175
2018-08-08,68.596,79.551,88.784,0.6158
2018-08-09,68.455,79.638,88.157,0.6186
2018-08-10,69.1,79.156,88.623,0.6183
2018-08-13,69.085,78.53,88.214,0.6206
2018-08-14,69.9491,79.746,89.271,0.6321
2018-08-15,69.95,79.283,88.969,0.6282
2018-08-16,70.66,79.22,89.713,0.6317
2018-08-17,70.005,79.619,88.991,0.6308
2018-08-20,69.785,80.107,89.018,0.634
2018-08-21,69.74,80.161,89.25,0.6344
2018-08-22,69.81,80.786,90.076,0.6337
2018-08-23,69.79,80.857,90.11,0.6311
2018-08-24,70.275,80.814,90.015,0.6288
2018-08-27,69.765,81.239,89.651,0.6285
2018-08-28,69.945,81.901,90.196,0.6308
2018-08-29,70.54,81.87,90.778,0.63
2018-08-30,70.91,82.52,92.415,0.6309
2018-08-31,71.405,82.441,92.906,0.6367
2018-09-03,70.995,82.307,91.759,0.6388
2018-09-04,71.07,82.64,91.479,0.6405
2018-09-05,71.75,82.844,92.271,0.6415
2018-09-06,71.89,83.403,92.833,0.6432
2018-09-07,71.9389,83.53,93.003,0.6506
2018-09-10,72.095,82.863,93.201,0.6461
2018-09-11,72.445,83.928,94.386,0.6514
2018-09-12,72.99,84.15,95.026,0.6502
2018-09-13,71.9252,83.81,93.855,0.6481
2018-09-14,72.0275,84.143,94.438,0.6425
2018-09-17,72.095,83.513,94.246,0.6407
2018-09-18,72.5348,84.552,95.365,0.6487
2018-09-19,73.12,84.831,96.311,0.6468
2018-09-20,72.345,84.397,95.058,0.6436
2018-09-21,71.72,84.721,95.195,0.6395
2018-09-24,72.23,84.824,94.496,0.64
2018-09-25,73.3,85.325,96.125,0.6437
2018-09-26,73.09,85.416,96.31,0.6428
2018-09-27,72.77,85.211,95.876,0.6436
2018-09-28,72.95,84.363,95.369,0.6395
2018-10-01,72.505,84.057,94.474,0.637
2018-10-02,73.755,84.345,96.211,0.6393
2018-10-03,73.28,84.159,95.144,0.6414
2018-10-04,73.85,84.091,95.599,0.6401
2018-10-05,74.22,84.731,96.671,0.6459
2018-10-08,73.763,84.91,96.803,0.6474
2018-10-09,73.89,85.043,96.74,0.6541
2018-10-10,74.55,85.445,98.006,0.6573
2018-10-11,74.6,85.556,98.513,0.6618
2018-10-12,74.16,85.748,98.148,0.6601
2018-10-15,73.676,85.021,96.536,0.6556
2018-10-16,74.08,85.372,97.453,0.659
2018-10-17,73.4555,84.963,96.843,0.6533
2018-10-18,73.92,84.556,96.823,0.6528
2018-10-19,74.16,84.167,96.574,0.6549
2018-10-22,73.465,84.411,96.005,0.6516
2018-10-23,73.8595,84.257,95.76,0.6516
2018-10-24,73.2213,84.293,95.068,0.6534
2018-10-25,73.2205,83.388,94.325,0.6531
2018-10-26,73.2202,83.208,93.884,0.6511
2018-10-29,73.125,83.686,93.845,0.6561
2018-10-30,73.5906,83.405,94.206,0.6527
2018-10-31,73.65,83.517,93.591,0.6511
2018-11-01,74.07,83.613,94.591,0.6547
2018-11-02,73.31,83.684,95.294,0.651
2018-11-05,72.905,82.407,94.645,0.6393
2018-11-06,72.86,83.297,95.181,0.6446
2018-11-07,73.23,83.37,95.989,0.643
2018-11-08,72.38,82.759,95.037,0.6374
2018-11-09,72.9,82.202,95.239,0.6345
2018-11-12,72.47,82.083,93.595,0.6363
2018-11-13,73.18,81.694,94.061,0.6402
2018-11-14,72.55,82.051,94.459,0.6375
2018-11-15,72.4,81.717,94.11,0.6361
2018-11-16,71.8917,81.36,91.768,0.6327
2018-11-19,71.775,82.114,92.132,0.6374
2018-11-20,71.69,81.942,92.17,0.636
2018-11-21,71.415,81.15,91.324,0.633
2018-11-22,71.295,81.133,91.065,0.6303
2018-11-23,70.835,80.538,91.206,0.6251
2018-11-26,70.67,80.089,90.613,0.625
2018-11-27,70.81,80.166,90.734,0.6232
2018-11-28,70.88,79.896,90.305,0.6216
2018-11-29,70.6,80.231,90.569,0.6215
2018-11-30,69.92,79.406,89.353,0.6146
2018-12-03,69.76,78.75,89.028,0.613
2018-12-04,70.485,79.905,89.71,0.6195
2018-12-05,70.63,79.919,89.826,0.6251
2018-12-06,70.87,79.995,90.223,0.6236
2018-12-07,70.75,80.508,90.406,0.6281
2018-12-10,71.365,80.637,90.802,0.6281
2018-12-11,72.73,82.251,91.36,0.6399
2018-12-12,72.62,81.775,90.741,0.637
2018-12-13,72.15,81.62,91.168,0.6335
2018-12-14,71.547,81.231,90.534,0.6295
2018-12-17,71.91,81.233,90.497,0.6339
2018-12-18,71.59,81.194,90.3,0.634
2018-12-19,70.57,80.247,89.292,0.6269
2018-12-20,70.6855,80.437,89.249,0.6284
2018-12-21,70.3,80.092,89.078,0.6288
2018-12-24,70.14,79.683,88.729,0.6297
2018-12-25,70.24,79.836,89.359,0.6338
2018-12-26,70.24,79.918,89.147,0.6358
2018-12-27,70.15,79.895,88.687,0.6341
2018-12-28,69.99,80.36,88.519,0.6339
2018-12-31,69.9225,79.947,88.858,0.6332
2019-01-01,69.71,79.689,88.79,0.6341
2019-01-02,69.71,80.199,88.906,0.6336
2019-01-03,69.96,79.143,87.647,0.6508
2019-01-04,70.3,79.793,88.819,0.6497
2019-01-07,69.525,79.197,88.507,0.6405
2019-01-08,69.81,80.051,89.277,0.642
2019-01-09,70.33,80.269,89.532,0.6441
2019-01-10,70.5505,81.456,90.287,0.6516
2019-01-11,70.72,80.977,90.175,0.6497
2019-01-14,70.37,80.667,90.519,0.648
2019-01-15,71.085,81.103,91.554,0.6531
2019-01-16,71.0925,81.096,91.498,0.6539
2019-01-17,71.365,80.823,91.953,0.6503
2019-01-18,71.0302,80.852,92.235,0.6501
2019-01-21,71.23,80.889,91.605,0.6487
2019-01-22,71.5,80.857,92.187,0.6485
