Security Code,Tradingsymbol,Issuer Name
509525,EMPIND,EMPIRE INDUSTRIES
504351,EMPOWER,EMPOWER INDIA
531676,EMROCK,EMROCK CORPORATION
543533,EMUDHRA,EMUDHRA 
512441,ENBETRD,ENBEE TRADE &AMP; FINANCE
540153,ENDURANCE,ENDURANCE TECHNOLOGIES 
544604,ENERGY,MIRAE ASSET NIFTY ENERGY ETF
532219,ENERGYDEV,ENERGY DEVELOPMENT COMPANY
542543,ENERGYINF,ENERGY INFRASTRUCTURE TRUST
532178,ENGINERSIN,ENGINEERS INDIA
532700,ENIL,ENTERTAINMENT NETWORK (INDIA)
533477,ENKEIWHEL,ENKEI WHEELS (INDIA)
544876,ENS,ENS ENTERPRISES 
526574,ENTRINT,ENTERPRISE INTERNATIONAL
500246,ENVAIREL,ENVAIR ELECTRODYNE
544540,EPACKPEB,EPACK PREFAB TECHNOLOGIES LIMI
543595,EPBIO,EP BIOCOMPOSITES
530407,EPIC,EPIC ENERGY
543332,EPIGRAL,EPIGRAL 
500135,EPL,EPL
531155,EPSOMPRO,EPSOM PROPERTIES
532092,EPUJA,EPUJA SPIRITECH
531262,EQUILATERA,EQUILATERAL ENTERPRISES LIMITE
590057,EQUIPPP,EQUIPPP SOCIAL IMPACT TECHNOLO
543243,EQUITASBNK,EQUITAS SMALL FINANCE BANK LIM
540596,ERIS,ERIS LIFESCIENCES 
530909,ERPSOFT,ERP SOFT SYSTEMS
500133,ESABINDIA,ESAB INDIA
531502,ESARIND,ESAAR (INDIA)
540455,ESCORP,ESCORP ASSET MANAGEMENT LIMITE
500495,ESCORTS,ESCORTS KUBOTA 
544898,ESDS,ESDS SOFTWARE SOLUTION 
531259,ESHAMEDIA,ESHA MEDIA RESEARCH
532016,ESPIRE,ESPIRE HOSPITALITY
512439,ESQRMON,ESQUIRE MONEY GUARANTEES
533704,ESSARSHPNG,ESSAR SHIPPING
535958,ESSENTIA,INTEGRA ESSENTIA 
544475,ESSEX,ESSEX MARINE
500136,ESTER,ESTER INDUSTRIES
543320,ETERNAL,ETERNAL - ZOMATO
543532,ETHOSLTD,ETHOS
538708,ETIL,ECONO TRADE (INDIA) 
543482,EUREKAFORB,EUREKA FORBES 
521137,EUREKAI,EUREKA INDUSTRIES
544461,EUROBOND,EURO PANEL PRODUCTS 
526468,EUROLED,EURO LEDER FASHION
544519,EUROPRATIK,EURO PRATIK SALES
521014,EUROTEXIND,EUROTEX INDUSTRIES & EXPORTS L
542668,EVANS,EVANS ELECTRIC
531508,EVEREADY,EVEREADY INDUSTRIES INDIA
508906,EVERESTIND,EVEREST INDUSTRIES
524790,EVERESTO,EVEREST ORGANICS
514358,EVERFIN,EVERLON FINANCIALS
524444,EVEXIA,EVEXIA LIFECARE
543500,EVOQ,EVOQ REMEDIES 
544626,EXATO,EXATO TECHNOLOGIES
500650,EXCELINDUS,EXCEL INDUSTRIES
544617,EXCELSOFT,EXCELSOFT TECHNOLOGIES 
543895,EXHICON,EXHICON EVENTS MEDIA SOLUTIONS
500086,EXIDEIND,EXIDE INDUSTRIES
533121,EXPLEOSOL,EXPLEO SOLUTIONS
530571,EXPLICITFIN,EXPLICIT FINANCE
526614,EXPOEAPL,EXPO ENGINEERING AND PROJECTS
543327,EXXARO,EXXARO TILES 
512099,EY,EYANTRA VENTURES
543444,FABINO,FABINO ENTERPRISES
544558,FABTECH,FABTECH TECHNOLOGIES 
532656,FACORALL,FACOR ALLOYS
590024,FACT,FERTILIZERS & CHEMICALS TRAVAN
543252,FAIRCHEMOR,FAIRCHEM ORGANICS 
516110,FAMILYCARE,FAMILY CARE HOSPITALS
544905,FARMPEACE,FARM PEACE 
530079,FAZE3Q,FAZE THREE
533333,FCL,FINEOTEX CHEMICAL
532666,FCSSOFT,FCS SOFTWARE SOLUTIONS
531599,FDC,FDC
511628,FEDDERSHOL,FEDDERS HOLDING
500469,FEDERALBNK,FEDERAL BANK
523574,FEL,FUTURE ENTERPRISES 
570002,FELDVR,FUTURE ENTERPRISES 
506414,FERMENTA,FERMENTA BIOTECH
533896,FERVENTSYN,FERVENT SYNERGIES
513579,FFPL,FOUNDRY FUEL PRODUCTS
500142,FGP,FGP
507910,FIBERWEB,FIBERWEB (INDIA)
532768,FIEMIND,FIEM INDUSTRIES
544707,FIL,FRACTAL INDUSTRIES 
526227,FILATEX,FILATEX INDIA
532022,FILATFASH,FILATEX FASHIONS
531486,FILME,FILMCITY MEDIA
539098,FILTRA,FILTRA CONSULTANTS AND ENGINEE
531191,FILTRON,FILTRON ENGINEERS
500144,FINCABLES,FINOLEX CABLES
517264,FINELINE,FINE-LINE CIRCUITS
541557,FINEORG,FINE ORGANIC INDUSTRIES LIMITE
508954,FINKURVE,FINKURVE FINANCIAL SERVICES LT
543386,FINOPB,FINO PAYMENTS BANK 
500940,FINPIPE,FINOLEX INDUSTRIES
532379,FIRSTFIN,FIRST FINTEC
524743,FISCHER,FISCHER MEDICAL VENTURES LIMIT
543663,FIVESTAR,FIVE-STAR BUSINESS FINANCE
523672,FLEXFO,FLEX FOODS
544581,FLEXIADD,DSP NIFTY500 FLEXICAP QUALITY 30 ETF
533638,FLEXITUFF,FLEXITUFF VENTURES INTERNATION
536507,FLFL,FUTURE LIFESTYLE FASHIONS
504380,FLOMIC,FLOMIC GLOBAL LOGISTICS LIMITE
540267,FLORACORP,FLORA CORPORATION 
522017,FLUIDOM,FLUIDOMAT
542812,FLUOROCHEM,GUJARAT FLUOROCHEMICALS LIMITE
544904,FLYHI,FLY-HI MARITIME TRAVELS LIMITE
505744,FMGOETZE,FEDERAL-MOGUL GOETZE (INDIA) L
533296,FMNL,FUTURE MARKET NETWORKS
543312,FOCUS,FOCUS BUSINESS SOLUTION LIMITE
507552,FOODSIN,FOODS & INNS
502865,FORBESCO,FORBES & COMPANY
500033,FORCEMOT,FORCE MOTORS
530213,FORINTL,FORTUNE INTERNATIONAL
532843,FORTIS,FORTIS HEALTHCARE
523696,FORTISMLR,FORTIS MALAR HOSPITALS
523160,FOSECOC,FOSECO CRUCIBLE INDIA
500150,FOSECOIND,FOSECO INDIA
544700,FRACTAL,FRACTAL ANALYTICS 
539839,FRANKLIN,FRANKLIN LEASING AND FINANCE L
540190,FRANKLININD,FRANKLIN INDUSTRIES 
539032,FRASER,FRASER AND COMPANY 
541741,FRATELLI,FRATELLI VINEYARDS 
539730,FREDUN,FREDUN PHARMACEUTICALS 
508980,FRONTCAP,FRONTIER CAPITAL
532042,FRONTCORP,FRONTLINE CORPORATION
531685,FRONTFN,FRONTLINE FINANCIAL SERVICES L
522195,FRONTSP,FRONTIER SPRINGS
538568,FRUTION,FRUITION VENTURE
532809,FSL,FIRSTSOURCE SOLUTIONS
530197,FUNDVISER,FUNDVISER CAPITAL (INDIA) LIMI
543652,FUSION,FUSION FINANCE
534063,FUTSOL,FUTURISTIC SOLUTIONS
523113,FUTURSEC,FUTURISTIC SECURITIES
507962,FYNX,FYNX CAPITAL
505714,GABRIEL,GABRIEL INDIA
524226,GAEL,GUJARAT AMBUJA EXPORTS
524624,GAGAN,GAGAN GASES
532155,GAIL,GAIL (INDIA)
544885,GAJA,GAJA ALTERNATIVE ASSET MANAGEM
538609,GAJANANSEC,GAJANAN SECURITIES SERVICES LT
542802,GALACTICO,GALACTICO CORPORATE SERVICES L
504697,GALADA,GALADA POWER & TELECOMMUNICATI
538881,GALADAFIN,GALADA FINANCE 
531911,GALAGEX,GALAXY AGRICO EXPORTS
540935,GALAXYSURF,GALAXY SURFACTANTS 
532726,GALLANTT,GALLANTT ISPAT
544616,GALLARD,GALLARD STEEL 
531902,GALLOPENT,GALLOPS ENTERPRISE
526073,GALXBRG,GALAXY BEARINGS
540097,GAMCO,GAMCO
513108,GANDHITUBE,GANDHI SPECIAL TUBES
514167,GANECOS,GANESHA ECOSPHERE
500153,GANESHBE,GANESH BENZOPLAST
544528,GANESHCP,GANESH CONSUMER PRODUCTS LIMIT
526367,GANESHHOU,GANESH HOUSING
531813,GANGAPA,GANGA PAPERS INDIA
539680,GANGAPHARM,GANGA PHARMACEUTICALS 
540647,GANGESSECU,GANGES SECURITIES
504397,GANHOLD,GANESH HOLDINGS
512443,GANONPRO,GANON PRODUCTS 
539041,GANVERSE,GANESHA ECOVERSE
539492,GARBIFIN,GARBI FINVEST 
509557,GARFIBRES,GARWARE TECHNICAL FIBRES LIMIT
530615,GARGFUR,GARG FURNACE
543709,GARGI,PNGS GARGI FASHION JEWELLERY L
539216,GARMNTMNTR,GARMENT MANTRA LIFESTYLE LIMIT
526727,GARNET,GARNET CONSTRUCTION
512493,GARNETINT,GARNET INTERNATIONAL
509563,GARWAMAR,GARWARE MARINE INDUSTRIES
501848,GARWAOFFS,GARWARE OFFSHORE SERVICES LIMI
514400,GARWSYN,GARWARE SYNTHETICS
531723,GATECH,GACM TECHNOLOGIES 
570005,GATECHDVR,GACM TECHNOLOGIES  - DV
543489,GATEWAY,GATEWAY DISTRIPARKS 
544709,GAUDIUMIVF,GAUDIUM IVF AND WOMEN HEALTH L
541546,GAYAHWS,GAYATRI HIGHWAYS
532767,GAYAPROJ,GAYATRI PROJECTS
532183,GAYATRI,GAYATRI SUGARS
524564,GAYATRIBI,GAYATRI BIOORGANICS
538787,GBFL,GOENKA BUSINESS & FINANCE LIMI
531463,GBLINFRA,GLOBAL INFRATECH & FINANCE LIM
538319,GCMCAPI,GCM CAPITAL ADVISORS
535917,GCMCOMM,GCM COMMODITY & DERIVATIVES LT
535431,GCMSECU,GCM SECURITIES
543324,GCSL,GRETEX CORPORATE SERVICES LIMI
530855,GDLLEAS,GDL LEASING & FINANCE
504028,GEE,GEE
532764,GEECEE,GEECEE VENTURES
540613,GEL,GAUTAM EXIM 
544491,GEMAROMA,GEM AROMATICS 
531137,GEMSI,GEMSTONE INVESTMENTS
521133,GEMSPIN,GEM SPINNERS INDIA
539407,GENCON,GENERIC ENGINEERING CONSTRUCTI
506109,GENESYS,GENESYS INTERNATIONAL CORPORAT
531739,GENNEX,GENNEX LABORATORIES
531592,GENPHARMA,GENPHARMASEC
542851,GENSOL,GENSOL ENGINEERING 
538961,GENUSPAPER,GENUS PAPER & BOARDS
530343,GENUSPOWER,GENUS POWER INFRASTRUCTURES LT
532425,GENUSPRIME,GENUS PRIME INFRA
532285,GEOJITFSL,GEOJIT FINANCIAL SERVICES LIMI
500620,GESHIP,GREAT EASTERN SHIPPING CO.LTD.
543372,GETALONG,GETALONG ENTERPRISE 
500173,GFLLIMITED,GFL
513343,GFSTEELS,GRAND FOUNDRY
531399,GGAUTO,G.G.AUTOMOTIVE GEARS
505250,GGDPROP,G. G. DANDEKAR PROPERTIES LIMI
540936,GGL,GAUTAM GEMS 
539228,GGPL,GALA GLOBAL PRODUCTS 
500171,GHCL,GHCL
543918,GHCLTEXTIL,GHCL TEXTILES 
539864,GHUSHINE,GHUSHINE FINTRRADE OCEAN LIMIT
505504,GHVINFRA,GHV INFRA PROJECTS
542918,GIANLIFE,GIAN LIFE CARE 
511676,GICHSGFIN,GIC HOUSING FINANCE
540755,GICRE,GENERAL INSURANCE CORPORATION
538788,GILADAFINS,GILADA FINANCE & INVESTMENTS L
532716,GILLANDERS,GILLANDERS ARBUTHNOT & CO.LTD.
507815,GILLETTE,GILLETTE INDIA
531744,GINISILK,GINI SILK MILLS
590025,GINNIFILA,GINNI FILAMENTS
517300,GIPCL,GUJARAT INDUSTRIES POWER CO.LT
539013,GITARENEW,GITA RENEWABLE ENERGY
533212,GKB,GKB OPHTHALMICS
531758,GKCONS,G.K.CONSULTANTS
544525,GKENERGY,GK ENERGY
540545,GKL,GURU KRUPA GEMS AND JEWELLERY
542666,GKP,G. K. P. PRINTING & PACKAGING
544666,GKSL,GUJARAT KIDNEY AND SUPER SPECI
542477,GLAAMUP,GLAAM UP JWEL
531199,GLANCE,GLANCE FINANCE
543245,GLAND,GLAND PHARMA 
544913,GLASSWALL,GLASS WALL SYSTEMS (INDIA) LIM
500660,GLAXO,GLAXOSMITHKLINE PHARMACEUTICAL
540266,GLCL,GLOBE COMMERCIALS 
544444,GLEN,GLEN INDUSTRIES 
532296,GLENMARK,GLENMARK PHARMACEUTICALS
500174,GLFL,GUJARAT LEASE FINANCING
543520,GLHRL,GLOBAL LONGLIFE HOSPITAL AND R
513528,GLITTEKG,GLITTEK GRANITES
530263,GLOBALCA,GLOBAL CAPITAL MARKETS
544665,GLOBALLOG,GLOBAL OCEAN LOGISTICS INDIA L
532773,GLOBALVECT,GLOBAL VECTRA HELICORP
544424,GLOBECIVIL,GLOBE CIVIL PROJECTS
544494,GLOBTIER,GLOBTIER INFOTECH 
526025,GLOBUSCON,GLOBUS CONSTRUCTORS & DEVELOPE
533104,GLOBUSSPR,GLOBUS SPIRITS
542351,GLOSTERLTD,GLOSTER
544557,GLOTTIS,GLOTTIS 
544759,GLPL,GOLDLINE PHARMACEUTICAL LIMITE
507488,GMBREW,G.M.BREWERIES
532181,GMDCLTD,GUJARAT MINERAL DEVELOPMENT CO
505255,GMMPFAUDLR,GMM PFAUDLER
543239,GMPL,G M POLYPLAST 
532754,GMRAIRPORT,GMR AIRPORTS 
543490,GMRP&UI,GMR POWER AND URBAN INFRA LIMI
540124,GNA,G N A AXLES 
500670,GNFC,GUJARAT NARMADA VALLEY FERTILI
513536,GNRL,GUJARAT NATURAL RESOURCES LIMI
509567,GOACARBON,GOA CARBON
542850,GOBLIN,GOBLIN INDIA
506480,GOCLCORP,GOCL CORPORATION 
543401,GOCOLORS,GO FASHION (INDIA) 
530317,GODAVARI,GODAVARI DRUGS
500163,GODFRYPHLP,GODFREY PHILLIPS INDIA
540743,GODREJAGRO,GODREJ AGROVET 
532424,GODREJCP,GODREJ CONSUMER PRODUCTS
500164,GODREJIND,GODREJ INDUSTRIES
533150,GODREJPROP,GODREJ PROPERTIES
543538,GOEL,GOEL FOOD PRODUCTS 
544504,GOELCONS,GOEL CONSTRUCTION COMPANY LIMI
531600,GOGIACAPGL,GOGIA CAPITAL GROWTH
532957,GOKAKTEX,GOKAK TEXTILES
532630,GOKEX,GOKALDAS EXPORTS
532980,GOKUL,GOKUL REFOILS & SOLVENT
539725,GOKULAGRO,GOKUL AGRO RESOURCES
531928,GOLCA,GOLDEN CARPETS
590095,GOLDBEES,NIPPON INDIA GOLD BEES ETF
544638,GOLDBND,BANDHAN GOLD ETF
538542,GOLDCOINHF,GOLD COIN HEALTH FOODS
540062,GOLDENCREST,GOLDEN CREST EDUCATION & SERVI
500151,GOLDENTOBC,GOLDEN TOBACCO
526729,GOLDIAM,GOLDIAM INTERNATIONAL
509024,GOLDLEG,GOLDEN LEGAND LEASING & FINANC
531439,GOLDTECH,AION TECH SOLUTIONS
531360,GOLECHA,GOLECHHA GLOBAL FINANCE
523676,GOLKUNDIA,GOLKUNDA DIAMONDS & JEWELLERY
530655,GOODLUCK,GOODLUCK INDIA 
500166,GOODRICKE,GOODRICKE GROUP
500168,GOODYEAR,GOODYEAR INDIA
531608,GORANIN,GORANI INDUSTRIES
531111,GOTHIPL,GOTHI PLASCON (INDIA)
506134,GOURMET,GOURMET GATEWAY INDIA
530709,GOWRALE,GOWRA LEASING & FINANCE
541152,GOYALALUM,GOYAL ALUMINIUMS
530663,GOYALASS,GOYAL ASSOCIATES
544548,GPAPL,GUJARAT PEANUT AND AGRI PRODUC
532734,GPIL,GODAWARI POWER & ISPAT
533248,GPPL,GUJARAT PIPAVAV PORT
533761,GPTINFRA,GPT INFRAPROJECTS
539120,GRAMEVA,GRAMEVA
504369,GRANDMA,GRANDMA TRADING & AGENCIES
523862,GRANDOAK,GRAND OAK CANYONS DISTILLERY L
532482,GRANULES,GRANULES INDIA
509488,GRAPHITE,GRAPHITE INDIA
500300,GRASIM,GRASIM INDUSTRIES
526751,GRATEXI,GRATEX INDUSTRIES
505710,GRAUWEIL,GRAUER & WEIL (INDIA)
509546,GRAVISSHO,GRAVISS HOSPITALITY
533282,GRAVITA,GRAVITA INDIA
532015,GRAVITY,GRAVITY (INDIA)
501455,GREAVESCOT,GREAVES COTTON
531737,GREENCREST,GREENCREST FINANCIAL SERVICES
538979,GREENLAM,GREENLAM INDUSTRIES
542857,GREENPANEL,GREENPANEL INDUSTRIES 
526797,GREENPLY,GREENPLY INDUSTRIES
533263,GREENPOWER,ORIENT GREEN POWER COMPANY
544682,GRERENEW,GRE RENEW ENERTECH 
506076,GRINDWELL,GRINDWELL NORTON
543317,GRINFRA,G R INFRAPROJECTS 
531449,GRMOVER,GRM OVERSEAS
532315,GROARC,GROARC INDUSTRIES INDIA LIMITE
539522,GROVY,GROVY INDIA 
539222,GROWINGTON,GROWINGTON VENTURES INDIA LIMI
544603,GROWW,BILLIONBRAINS GARAGE VENTURES
590157,GROWWDEFNC,GROWW NIFTY INDIA DEFENCE ETF
590156,GROWWGOLD,GROWW GOLD ETF
590158,GROWWRAIL,GROWW NIFTY INDIA RAILWAYS PSU ETF
590155,GROWWSLVR,GROWW SILVER ETF
509152,GRPLTD,GRP
542011,GRSE,GARDEN REACH SHIPBUILDERS & EN
500655,GRWRHITECH,GARWARE HI-TECH FILMS
890238,GSAILPP,G.S. AUTO INTERNATIONAL
513059,GSAUTO,G.S.AUTO INTERNATIONAL
511543,GSBFIN,GSB FINANCE
500690,GSFC,GUJARAT STATE FERTILIZERS & CH
530469,GSLSEC,GSL SECURITIES
543829,GSLSU,GLOBAL SURFACES 
506186,GSLTD,GALAXY SUPERMARKET
544733,GSPCROP,GSP CROP SCIENCE
532951,GSS,GSS INFOTECH
540654,GSTL,GLOBALSPACE TECHNOLOGIES LIMIT
544675,GTIL,GABION TECHNOLOGIES INDIA LIMI
500160,GTL,GTL
532775,GTLINFRA,GTL INFRASTRUCTURE
500170,GTNINDS,GTN INDUSTRIES
532744,GTNTEX,GTN TEXTILES
540602,GTPL,GTPL HATHWAY 
530457,GTTDATA,GTT DATA SOLUTIONS
539479,GTV,GTV ENGINEERING 
509079,GUFICBIO,GUFIC BIOSCIENCES
530001,GUJALKALI,GUJARAT ALKALIES & CHEMICALS L
522217,GUJAPOLLO,GUJARAT APOLLO INDUSTRIES
517288,GUJARATPOLY,GUJARAT POLY ELECTRONICS LIMIT
513507,GUJCONT,GUJARAT CONTAINERS
514386,GUJCOTEX,GUJARAT COTEX
526965,GUJCRAFT,GUJARAT CRAFT INDUSTRIES
511441,GUJCRED,GUJARAT CREDIT CORPORATION
539336,GUJENERGY,GUJARAT ENERGY 
507960,GUJHOTE,GUJARAT HOTELS
540938,GUJHYSPIN,GUJARAT HY-SPIN 
524238,GUJINJEC,GUJARAT INJECT (KERALA)
517372,GUJINTRX,GUJARAT INTRUX
531341,GUJINV,GUJARAT INVESTA
532070,GUJJUBHAI,GUJJUBHAI INDUSTRIES
506858,GUJPETR,GUJARAT PETROSYNTHESE
532160,GUJSTATFIN,GUJARAT STATE FINANCIAL CORPOR
524314,GUJTERC,GUJARAT TERCE LABORATORIES
506879,GUJTHEM,GUJARAT THEMIS BIOSYN
513337,GUJTLRM,GUJARAT TOOLROOM
541627,GUJWIND,GUJARAT WINDING SYSTEMS LIMITE
544834,GULFLLOYDS,GULF LLOYDS (INDIA)
538567,GULFOILLUB,GULF OIL LUBRICANTS INDIA
532543,GULFPETRO,GP PETROLEUMS
532457,GULPOLY,GULSHAN POLYOLS
539206,GVBL,GENOMIC VALLEY BIOTECH
544859,GVELECTRIC,G V ELECTRICALS
523277,GVFILM,GV FILMS
532708,GVKPIL,GVK POWER & INFRASTRUCTURE
532309,GVPIL,GE POWER INDIA
522275,GVT&D,GE VERNOVA T&D INDIA 
530141,GYANDEV,GYAN DEVELOPERS & BUILDERS
507912,GYFTR,GYFTR
541154,HAL,HINDUSTAN AERONAUTICS 
539854,HALDER,HALDER VENTURE 
515147,HALDYNGL,HALDYN GLASS
540679,HALEOSLABS,HALEOS LABS
526407,HAMPTON,HAMPTON SKY REALTY
538731,HANMAN,HANMAN FIT
544687,HANNAH,HANNAH JOSEPH HOSPITAL 
537709,HANSUGAR,SHREE HANUMAN SUGAR & INDUSTRI
543227,HAPPSTMNDS,HAPPIEST MINDS TECHNOLOGIES LI
530927,HARAFIN,HARYANA FINANCIAL CORPORATION
500178,HARCR,HARIG CRANKSHAFTS
509597,HARDCAS,HARDCASTLE & WAUD MFG.CO.LTD.
541276,HARDWYN,HARDWYN INDIA
538081,HARIAAPL,HARIA APPARELS
512604,HARIAEXPO,HARIA EXPORTS
544769,HARIKANTA,HARIKANTA OVERSEAS
543517,HARIOMPIPE,HARIOM PIPE INDUSTRIES 
542682,HARISH,HARISH TEXTILE ENGINEERS LIMIT
524080,HARLETH,HARYANA LEATHER CHEMICALS
500467,HARRMALAYA,HARRISONS MALAYALAM
543600,HARSHA,HARSHA ENGINEERS INTERNATIONAL
505336,HARSHILAGR,HARSHIL AGROTECH
532855,HARYNACAP,HARYANA CAPFIN
531387,HASTIFIN,HASTI FINANCE
533162,HATHWAY,HATHWAY CABLE & DATACOM
509073,HATHWAYB,HATHWAY BHAWANI CABLETEL & DAT
531531,HATSUN,HATSUN AGRO PRODUCT
517354,HAVELLS,HAVELLS INDIA
531322,HAVISHA,SRI HAVISHA HOSPITALITY INFRAS
539176,HAWAENG,HAWA ENGINEERS
508486,HAWKINCOOK,HAWKINS COOKERS
532467,HAZOOR,HAZOOR MULTI PROJECTS
542592,HBEL,HUMMING BIRD EDUCATION 
532334,HBESD,HB ESTATE DEVELOPERS
537839,HBGHOTELS,HBG HOTELS
508956,HBLEAS,HB LEASING & FINANCE CO.LTD.
517271,HBLENGINE,HBL ENGINEERING
532333,HBPOR,HB PORTFOLIO
532216,HBSL,HB STOCKHOLDINGS
500185,HCC,HINDUSTAN CONSTRUCTION CO.LTD.
539787,HCG,HEALTHCARE GLOBAL ENTERPRISES
539224,HCKKVENTURE,HCKK VENTURES 
500179,HCL-INSYS,HCL INFOSYSTEMS
538652,HCLTD,HIND COMMERCE
532281,HCLTECH,HCL TECHNOLOGIES
544429,HDBFS,HDB FINANCIAL SERVICES
541729,HDFCAMC,HDFC ASSET MANAGEMENT COMPANY
500180,HDFCBANK,HDFC BANK
540777,HDFCLIFE,HDFC LIFE INSURANCE COMPANY LI
532873,HDIL,HOUSING DEVELOPMENT & INFRASTR
540210,HEADSUP,HEADS UP VENTURES 
533259,HEALTHX,HEALTH X PLATFORM
543546,HEALTHYLIFE,HEALTHY LIFE AGRITEC
526967,HEERAISP,HEERA ISPAT
509631,HEG,HEG
500292,HEIDELBERG,HEIDELBERGCEMENT INDIA
544630,HELLOJI,HELLOJI HOLIDAYS
539174,HELPAGE,HELPAGE FINLEASE
531178,HEMANG,HEMANG RESOURCES
543242,HEMIPROP,HEMISPHERE PROPERTIES INDIA LI
543266,HERANBA,HERANBA INDUSTRIES 
505720,HERCULES,HERCULES INVESTMENTS 
519552,HERITGFOOD,HERITAGE FOODS
500182,HEROMOTOCO,HERO MOTOCORP
524669,HESTERBIO,HESTER BIOSCIENCES
544785,HEXAGON,HEXAGON NUTRITION 
534328,HEXATRADEX,HEXA TRADEX
500183,HFCL,HFCL
526899,HFIL,HIMALAYA FOOD INTERNATIONAL LI
541019,HGINFRA,H.G. INFRA ENGINEERING 
532761,HGM,HANDSON GLOBAL MANAGEMENT (HGM
532859,HGS,HINDUJA GLOBAL SOLUTIONS
504176,HIGHENE,HIGH ENERGY BATTERIES (INDIA)
544741,HIGHNESS,HIGHNESS MICROELECTRONICS LIMI
524735,HIKAL,HIKAL
542332,HIKLASS,HI-KLASS TRADING AND INVESTMEN
539697,HILIKS,HILIKS TECHNOLOGIES
544477,HILINFRA,HIGHWAY INFRASTRUCTURE 
532847,HILTON,HILTON METAL FORGING
514043,HIMATSEIDE,HIMATSINGKA SEIDE
505712,HIMTEK,HIM TEKNOFORGE
514428,HINDADH,HINDUSTAN ADHESIVES
500440,HINDALCO,HINDALCO INDUSTRIES
531979,HINDALUMI,HIND ALUMINIUM INDUSTRIES
531918,HINDAPL,HINDUSTAN APPLIANCES
532041,HINDBIO,HINDUSTAN BIO SCIENCES
509635,HINDCOMPOS,HINDUSTAN COMPOSITES
513599,HINDCOPPER,HINDUSTAN COPPER
505893,HINDHARD,HINDUSTAN HARDY
509895,HINDMILL,HINDOOSTAN MILLS
500500,HINDMOTORS,HINDUSTAN MOTORS
500186,HINDOILEXP,HINDUSTAN OIL EXPLORATION CO.L
500104,HINDPETRO,HINDUSTAN PETROLEUM CORPORATION  - HPCL
530315,HINDTIN,HINDUSTAN TIN WORKS
500696,HINDUNILVR,HINDUSTAN UNILEVER
519574,HINDUST,HINDUSTAN AGRIGENETICS
542905,HINDWAREAP,HINDWARE HOME INNOVATION LIMIT
500188,HINDZINC,HINDUSTAN ZINC
530853,HIPOLIN,HIPOLIN
531743,HIRAUTO,HIRA AUTOMOBILES
504036,HIRECT,HIRECT 
590018,HISARMETAL,HISAR METAL INDUSTRIES
521068,HISARSP,HISAR SPINNING MILLS
543411,HITECH,HI-TECH PIPES
526217,HITECHCORP,HITECH CORPORATION 
522073,HITECHGEAR,THE HI-TECH GEARS
532359,HITKITGLO,HIT KIT GLOBAL SOLUTIONS
531661,HITTCO,HITTCO TOOLS
522215,HLEGLAS,HLE GLASCOAT
500193,HLVLTD,HLV
543929,HMAAGRO,HMA AGRO INDUSTRIES 
500191,HMT,HMT
533217,HMVL,HINDUSTAN MEDIA VENTURES
519126,HNDFDS,HINDUSTAN FOODS
590113,HNGSNGBEES,NIPPON INDIA ETF HANG SENG BEES
500449,HOCL,HINDUSTAN ORGANIC CHEMICALS LT
523387,HOM,HOMRE
543259,HOMEFIRST,HOME FIRST FINANCE COMPANY IND
517174,HONAUT,HONEYWELL AUTOMATION INDIA
522064,HONDAPOWER,HONDA INDIA POWER PRODUCTS LIM
544794,HORIZON,HORIZON RECLAIM (INDIA) LIMITE
544880,HORIZONIND,HORIZON INDUSTRIAL PARKS LIMIT
532145,HOTLSILV,H.S.INDIA
526761,HOWARHO,HOWARD HOTELS
543433,HPAL,HP ADHESIVES 
526717,HPBL,HCP PLASTENE BULKPACK
502873,HPCOTTON,H.P.COTTON TEXTILE MILLS
543645,HPIL,HINDPRAKASH INDUSTRIES
540136,HPL,HPL ELECTRIC & POWER 
544848,HRHYGIENE,H. R. HYGIENE PRODUCTS
544656,HRS,HRS ALUGLAZE
526931,HRYNSHP,HARIYANA SHIP BREAKERS
500184,HSCL,HIMADRI SPECIALITY CHEMICAL LT
543916,HSIL,HEMANT SURGICAL INDUSTRIES LIM
544891,HTEL,HY-TECH ENGINEERS 
532662,HTMEDIA,HT MEDIA
532799,HUBTOWN,HUBTOWN
540530,HUDCO,HOUSING &URBAN DEVELOPMENT COR
509820,HUHTAMAKI,HUHTAMAKI INDIA
500262,HYBRIDFIN,HYBRID FINANCIAL SERVICES LIMI
539724,HYPERSOFT,HYPERSOFT TECHNOLOGIES
519463,IBINFO,IB INFOTECH ENTERPRISES
533520,IBULLSLTD,INDIABULLS 
511194,ICDSLTD,ICDS
544658,ICICIAMC,ICICI PRUDENTIAL ASSET MANAGEM
540787,ICICIB22,BHARAT 22 ETF
532174,ICICIBANK,ICICI BANK
540716,ICICIGI,ICICI LOMBARD GENERAL INSURANC
540133,ICICIPRULI,ICICI PRUDENTIAL LIFE INSURANC
521016,ICIL,INDO COUNT INDUSTRIES
538838,ICL,INDO COTSPIN 
544483,ICODEX,ICODEX PUBLISHING SOLUTIONS LI
544426,ICON,ICON FACILITATORS 
511260,ICONIKSPEV,ICONIK SPORTS AND EVENTS LIMIT
532835,ICRA,ICRA
539149,ICSL,INTEGRATED CAPITAL SERVICES LT
500116,IDBI,IDBI BANK
532822,IDEA,VODAFONE IDEA 
543932,IDEAFORGE,IDEAFORGE TECHNOLOGY
