Date,Client_Index_Futures_Long,Client_Index_Futures_Short,Client_Index_Futures_Net,Client_Stock_Futures_Long,Client_Stock_Futures_Short,Client_Stock_Futures_Net,Client_Index_Call_Long,Client_Index_Call_Short,Client_Index_Put_Long,Client_Index_Put_Short,DII_Index_Futures_Long,DII_Index_Futures_Short,DII_Index_Futures_Net,DII_Stock_Futures_Long,DII_Stock_Futures_Short,DII_Stock_Futures_Net,DII_Index_Call_Long,DII_Index_Call_Short,DII_Index_Put_Long,DII_Index_Put_Short,FII_Index_Futures_Long,FII_Index_Futures_Short,FII_Index_Futures_Net,FII_Stock_Futures_Long,FII_Stock_Futures_Short,FII_Stock_Futures_Net,FII_Index_Call_Long,FII_Index_Call_Short,FII_Index_Put_Long,FII_Index_Put_Short,Pro_Index_Futures_Long,Pro_Index_Futures_Short,Pro_Index_Futures_Net,Pro_Stock_Futures_Long,Pro_Stock_Futures_Short,Pro_Stock_Futures_Net,Pro_Index_Call_Long,Pro_Index_Call_Short,Pro_Index_Put_Long,Pro_Index_Put_Short,Total_Index_Futures_OI,FII_Long_Ratio_Pct
2025-05-21,169860,126290,43570,2169595,428234,1741361,3021900,3436940,2299671,2639709,82436,82511,-75,278473,4098855,-3820382,70,0,48254,0,55963,93552,-37589,3882569,2084093,1798476,851774,571854,912881,630033,36314,42220,-5906,707825,427280,280545,1365649,1230599,981256,972320,344573,37.43
2025-05-22,180017,115177,64840,2215846,417786,1798060,1970309,2126466,1564460,1848530,82701,85858,-3157,280472,4127418,-3846946,70,0,48254,0,48897,104206,-55309,3858553,2119519,1739034,604318,437499,689688,459545,36587,42961,-6374,737814,427962,309852,793591,804324,681886,676213,348202,31.94
2025-05-23,177228,118281,58947,2187588,401963,1785625,1995255,2432302,2056941,2386341,82709,88923,-6214,283789,4140864,-3857075,70,0,48654,0,52567,106764,-54197,3887844,2103869,1783975,712928,468598,762030,516600,41749,40285,1464,727345,439870,287475,1004947,812301,948320,913005,354253,32.99
2025-05-26,178404,120087,58317,2194037,401250,1792787,2111432,2649198,2149226,2622688,79474,92523,-13049,296363,4145379,-3849016,70,0,45628,0,58418,109730,-51312,3902849,2103516,1799333,838650,477265,881553,520078,43636,37592,6044,707893,450997,256896,1121339,945028,1051964,985605,359932,34.74
2025-05-27,181980,116169,65811,2243618,381985,1861633,2640473,3229501,2013001,2633663,83097,73308,9789,300075,4190398,-3890323,70,0,45335,0,56668,124087,-67419,3918735,2150736,1767999,1006189,623927,1005050,557185,30400,38581,-8181,711803,451112,260691,1404109,1197413,1138279,1010816,352145,31.35
2025-05-28,190883,118440,72443,2275668,367797,1907871,3282376,3428797,2281756,2508601,83883,71408,12475,319557,4193047,-3873490,70,0,45335,0,53684,132671,-78987,3886244,2180814,1705430,766906,647527,841639,678614,35291,41222,-5931,744601,484412,260189,1340829,1313857,1026876,1008391,363741,28.81
2025-05-29,163518,105626,57892,2182092,294081,1888011,1395059,1495661,1092250,1296173,76697,40378,36319,167642,4084561,-3916919,70,0,10901,0,25371,103334,-77963,3728862,2101835,1627027,289700,223969,333194,208425,16354,32602,-16248,621427,219546,401881,536182,501381,525790,457537,281940,19.71
2025-05-30,171398,109608,61790,2264334,306656,1957678,1936644,2173570,1391621,1690989,77035,41978,35057,176246,4147159,-3970913,70,0,10901,0,26158,109842,-83684,3695772,2078841,1616931,435738,303930,451396,282038,19518,32681,-13163,650574,254270,396304,814102,709054,704211,585101,294109,19.23
2025-06-02,172394,110418,61976,2288680,317254,1971426,2044640,2504714,1596213,1991592,77035,36606,40429,185322,4180004,-3994682,70,0,10901,0,26663,115729,-89066,3686593,2063642,1622951,547183,343040,579674,317347,18025,31364,-13339,659082,258777,400305,1049652,793791,901229,779079,294117,18.73
2025-06-03,181370,111981,69389,2347890,315589,2032301,2920416,3187497,1719103,2025650,80002,34766,45236,186713,4209450,-4022737,70,0,10901,0,25786,128940,-103154,3674315,2094864,1579451,582147,452500,634210,432941,21169,32640,-11471,690426,279441,410985,1317809,1180446,867204,772827,308327,16.67
2025-06-04,184832,116197,68635,2379135,330289,2048846,2919692,3222588,1981635,2219805,79608,35017,44591,187689,4240997,-4053308,70,0,10901,0,26924,129859,-102935,3680849,2108964,1571885,552207,452628,612458,477037,20720,31011,-10291,712557,279980,432577,1394448,1191200,1006482,914635,312084,17.17
2025-06-05,189297,120628,68669,2402797,338624,2064173,1500648,1674288,1303689,1542909,78032,38942,39090,190249,4249621,-4059372,70,0,10901,0,26304,133292,-106988,3702217,2136671,1565546,434801,312936,493695,326561,27870,28641,-771,721841,292188,429653,683629,631925,666723,605537,321503,16.48
2025-06-06,188351,126827,61524,2376950,339063,2037887,1772897,2095347,1966876,2138360,79043,39677,39366,201913,4263952,-4062039,70,0,11201,0,33228,125958,-92730,3732708,2112065,1620643,539142,391131,541230,398827,29566,37726,-8160,714132,310623,403509,949234,774864,886700,868820,330188,20.87
2025-06-09,193456,126885,66571,2398827,357425,2041402,2154753,2385323,2314415,2417131,82151,39725,42426,213538,4266718,-4053180,70,0,11201,0,31072,126944,-95872,3739938,2119306,1620632,581994,460206,551372,422916,26205,39330,-13125,719901,328755,391146,1004863,896151,922230,959171,332884,19.66
2025-06-10,193068,123968,69100,2416039,363649,2052390,2477292,2661802,2448518,2596742,80452,40925,39527,219396,4243010,-4023614,70,0,11201,0,30942,123966,-93024,3703529,2127739,1575790,620905,504331,599786,444525,22060,37663,-15603,729263,333829,395434,1054480,986614,989897,1008135,326522,19.97
2025-06-11,190746,129409,61337,2424855,365277,2059578,2532507,2935536,2529764,2866397,78822,42740,36082,226582,4232139,-4005557,70,0,11201,0,34473,121022,-86549,3689537,2130070,1559467,746366,470490,706236,407558,22450,33320,-10870,737659,351147,386512,1199534,1072450,1097570,1070815,326491,22.17
2025-06-12,197044,123776,73268,2439828,358116,2081712,1771358,1939892,1436759,1720936,80391,37140,43251,229741,4217977,-3988236,70,0,14534,0,31951,131429,-99478,3663750,2200526,1463224,486799,326817,538638,317039,21360,38401,-17041,782852,339552,443300,759357,750874,716939,668895,330746,19.56
2025-06-13,200462,123905,76557,2438582,355602,2082980,2117643,2408089,1651481,1925375,87622,34557,53065,236162,4214077,-3977915,70,0,15534,0,32115,136324,-104209,3646370,2231697,1414673,539681,374625,593490,382522,19890,45303,-25413,812922,332660,480262,974002,848682,839861,792469,340089,19.07
2025-06-16,192737,127208,65529,2443260,364380,2078880,2059590,2522177,2276181,2484157,86414,39787,46627,235918,4242839,-4006921,70,0,15546,0,34514,136257,-101743,3688504,2232679,1455825,555120,391924,618169,435136,27801,38214,-10413,815352,343136,472216,1105627,806305,1037357,1027961,341466,20.21
2025-06-17,195916,125829,70087,2457797,370466,2087331,2592938,2907746,2214510,2475071,86182,39912,46270,239146,4218769,-3979623,70,0,15887,0,35733,135216,-99483,3686095,2256379,1429716,576913,399897,619198,409605,24165,41039,-16874,821412,358836,462576,1110592,972869,1021820,986739,341996,20.9
2025-06-18,193128,124467,68661,2486430,373459,2112971,2976965,3264023,2247764,2501852,86174,43628,42546,244158,4232423,-3988265,70,0,15887,0,34368,133501,-99133,3693439,2291152,1402287,592784,461945,618216,438128,24492,36566,-12074,847310,374303,473007,1318788,1162639,1018657,960545,338162,20.47
2025-06-19,189943,126090,63853,2477513,377952,2099561,1710563,2010172,1518690,1786090,86051,43811,42240,249800,4213740,-3963940,70,0,15887,0,39173,136135,-96962,3690210,2293533,1396677,498768,296620,536702,308294,23893,33024,-9131,862672,394970,467702,837420,740030,718291,695186,339060,22.35
2025-06-20,184737,126982,57755,2440985,386725,2054260,1827905,2306888,2124806,2368944,81593,51037,30556,254351,4201247,-3946896,70,0,15887,0,43734,140102,-96368,3747434,2272874,1474560,607315,452592,649320,481610,38294,30237,8057,850415,432339,418076,1105041,780851,1065731,1005189,348358,23.79
2025-06-23,184906,116906,68000,2447665,383409,2064256,2252504,2699373,2271075,2601933,80448,48021,32427,258147,4218231,-3960084,70,0,23487,0,42664,145371,-102707,3693140,2203452,1489688,615273,436532,704144,487740,32826,30546,2280,830524,424384,406140,1133974,865915,1040017,949051,340844,22.69
2025-06-24,186962,115164,71798,2423111,366270,2056841,2675707,3061143,2310902,2595797,77256,42747,34509,262965,4204314,-3941349,70,0,25187,0,46141,155612,-109471,3707375,2198739,1508636,657824,579392,684667,552240,39683,36519,3164,814004,438132,375872,1391558,1084623,1081941,954660,350042,22.87
2025-06-25,179448,123519,55929,2363978,351618,2012360,2432787,2913816,2830335,3149028,75682,45247,30435,263745,4149629,-3885884,70,0,25187,0,46451,153321,-106870,3693426,2144197,1549229,715457,557900,810579,629518,55863,35357,20506,754677,430382,324295,1420740,1097338,1339010,1226565,357444,23.25
2025-06-26,144501,125452,19049,2168690,269422,1899268,992505,1247146,1384850,1545876,76126,47899,28227,112757,3934963,-3822206,70,0,14983,0,54903,89870,-34967,3529240,1932306,1596934,315340,241900,367235,290294,25101,37410,-12309,556903,230899,326004,598654,417522,641509,572406,300631,37.92
2025-06-27,148580,132231,16349,2198363,288044,1910319,1388749,1725562,1952303,2081252,78508,49599,28909,119017,3989483,-3870466,70,0,18383,0,55702,89220,-33518,3543851,1915579,1628272,355675,312628,393527,353081,28155,39895,-11740,585276,253401,331875,840691,546995,825903,755783,310945,38.44
2025-06-30,138935,129345,9590,2244852,292983,1951869,2212116,2476424,1903694,2082769,78304,48099,30205,121748,4003040,-3881292,70,0,18383,0,51034,89157,-38123,3520669,1940300,1580369,375104,378882,390817,373472,39419,41091,-1672,608641,259587,349054,1158437,890422,832826,689478,307692,36.4
2025-07-01,136360,130815,5545,2291603,298699,1992904,2435107,2656126,2109566,2394441,77978,48099,29879,125533,4023863,-3898330,70,0,18383,0,53195,91901,-38706,3520760,1961861,1558899,407878,377479,485234,351068,43165,39883,3282,613425,266898,346527,1079475,888925,952563,820237,310698,36.66
2025-07-02,141425,123767,17658,2307524,301825,2005699,2917744,2946503,2155281,2397570,76861,45420,31441,126397,4036986,-3910589,70,0,17583,0,49508,98729,-49221,3528126,1957209,1570917,415581,476704,472715,329703,33577,33455,122,605808,271835,333973,1208049,1118238,1018219,936524,301371,33.4
2025-07-03,146071,120524,25547,2319341,303559,2015782,1481071,1563052,1236522,1547582,76337,42920,33417,127896,4048355,-3920459,70,0,17583,0,43723,105530,-61807,3522295,1954066,1568229,267140,218601,374127,210180,31934,29091,2843,610020,273572,336448,635449,602078,729096,599565,298065,29.29
2025-07-04,146766,115062,31704,2326427,304245,2022182,1898043,2164476,1606581,1953421,75272,43720,31552,131757,4062203,-3930446,70,0,18084,0,43986,109673,-65687,3527844,1965392,1562452,312500,260097,429805,277779,29928,27497,2431,626967,281155,345812,853100,639140,847178,670447,295952,28.63
2025-07-07,153022,115506,37516,2332448,304520,2027928,2076423,2256845,1745559,2080609,75152,43720,31432,132319,4069666,-3937347,70,0,18084,0,44888,113991,-69103,3527997,1970631,1557366,318995,276812,437331,295042,26723,26568,155,636503,284450,352053,872075,733905,930540,755863,299785,28.25
2025-07-08,161642,117727,43915,2358113,307440,2050673,2135434,2314308,2042346,2326029,75119,43720,31399,136225,4087096,-3950871,70,0,21581,0,47671,118184,-70513,3523251,1992432,1530819,330830,295869,440443,305378,25703,30504,-4801,660507,291128,369379,953101,809258,1031784,904746,310135,28.74
2025-07-09,166250,120455,45795,2377555,319737,2057818,2612658,2690182,2042928,2365734,75137,43720,31417,141257,4093606,-3952349,70,0,21581,0,47032,122737,-75705,3524965,2005890,1519075,357511,342682,443364,307214,29972,31479,-1507,677792,302336,375456,1183678,1121053,1128951,963875,318391,27.7
2025-07-10,171126,116937,54189,2400067,317565,2082502,1569418,1608491,1255602,1552772,75273,43720,31553,144733,4082043,-3937310,70,0,20581,0,41476,126725,-85249,3477277,2017611,1459666,263223,218092,378421,221618,31911,32404,-493,694361,299219,395142,665073,671200,730875,611088,319786,24.66
2025-07-11,178631,110608,68023,2420725,325993,2094732,2299359,2324355,1433224,1826035,75383,41220,34163,154590,4089237,-3934647,70,0,16888,0,35226,138986,-103760,3480173,2051219,1428954,346342,337657,448301,273297,34480,32906,1574,724209,313248,410961,953090,936848,899337,698418,323720,20.22
2025-07-14,189305,109458,79847,2443308,333377,2109931,2611999,2688752,1615906,2018554,71999,36220,35779,157793,4119849,-3962056,70,0,15336,0,34985,156047,-121062,3490705,2061756,1428949,373321,390172,442669,293753,39027,33591,5436,740096,316920,423176,1150749,1057214,989260,750863,335316,18.31
2025-07-15,191649,108482,83167,2464242,339203,2125039,2559800,2663457,2007398,2352909,72050,36118,35932,164990,4134516,-3969526,70,0,13283,0,36299,158119,-121820,3495595,2063524,1432071,369936,363840,461212,311236,38547,35826,2721,735106,322690,412416,1067037,969545,1043913,861660,338545,18.67
2025-07-16,194340,110312,84028,2491125,345925,2145200,2787803,2862212,2267960,2598216,72102,34118,37984,182076,4129261,-3947185,70,0,13283,0,35961,161473,-125512,3475270,2091874,1383396,385035,379664,493511,341608,39988,36488,3500,751069,332480,418589,1146165,1077197,1190424,1025353,342391,18.21
2025-07-17,198989,111997,86992,2523887,351410,2172477,1703474,1708112,1280496,1627643,72121,32118,40003,187175,4145910,-3958735,1570,0,13283,0,34085,169832,-135747,3472100,2102705,1369395,294815,256699,390103,210131,41736,32984,8752,760373,343510,416863,656125,691173,739749,585858,346931,16.72
2025-07-18,206134,112144,93990,2553924,352426,2201498,2315649,2351123,1464850,1904776,67768,31826,35942,193896,4169491,-3975595,7570,0,14283,0,31779,179843,-148064,3470940,2123616,1347324,355354,355235,460414,260995,49137,31005,18132,781490,354717,426773,977588,949802,915643,689419,354818,15.02
2025-07-21,206633,110812,95821,2559885,357432,2202453,2290251,2486062,1920424,2311413,66559,29360,37199,197637,4185557,-3987920,5911,0,14283,0,31538,176782,-145244,3438974,2101582,1337392,350360,351746,474567,322862,41845,29621,12224,798047,349972,448075,1033307,842021,1052479,827477,346575,15.14
2025-07-22,207135,109190,97945,2593875,367124,2226751,2841025,2864195,1996706,2405211,65840,29560,36280,204186,4180362,-3976176,5911,0,14283,0,30254,179708,-149454,3426583,2117650,1308933,404137,424169,528219,350391,43873,28644,15229,816220,375728,440492,1097819,1060528,1080196,863802,347102,14.41
2025-07-23,204737,103216,101521,2592154,363630,2228524,2421661,2641246,2557331,2842075,65056,31260,33796,207369,4199042,-3991673,5911,0,14283,0,32171,177728,-145557,3438153,2109065,1329088,418425,402265,540459,404952,38114,27874,10240,828876,394815,434061,1100090,902577,1279789,1144834,340078,15.33
2025-07-24,210893,102109,108784,2608203,362911,2245292,1954516,1967640,1449525,1816476,65944,37689,28255,211222,4194286,-3983064,1570,0,14963,0,30674,176212,-145538,3405753,2094647,1311106,337211,310417,456262,263558,37471,28972,8499,841461,414795,426666,728807,744046,767856,608571,344982,14.83
2025-07-25,217910,101463,116447,2594930,359607,2235323,2803065,2736743,1538984,2014106,62502,37825,24677,217573,4177036,-3959463,1570,0,14963,0,31725,190245,-158520,3399653,2124099,1275554,432309,460562,558610,324550,45884,28488,17396,874985,426399,448586,1043637,1083276,923609,697509,358021,14.29
2025-07-28,223751,96914,126837,2569360,342748,2226612,3245888,3164232,1606848,2116160,60723,38049,22674,221740,4219448,-3997708,1570,0,18296,0,33986,198714,-164728,3418612,2109666,1308946,444580,522244,588880,346635,45521,30304,15217,856324,394174,462150,1274678,1280241,984435,735663,363981,14.61
2025-07-29,221661,89857,131804,2557200,336441,2220759,2990974,3114150,1996872,2437918,60573,31545,29028,235005,4268535,-4033530,1570,0,23796,0,31031,201715,-170684,3458703,2094967,1363736,453880,479598,591027,387862,47730,37878,9852,841142,392107,449035,1253231,1105907,1043273,829188,360995,13.33
2025-07-30,219278,86237,133041,2545291,322981,2222310,3005821,3011218,2179155,2557330,60374,34515,25859,247139,4235742,-3988603,1570,0,27796,0,33838,206851,-173013,3480187,2118922,1361265,455868,506257,568923,418936,53561,39448,14113,826102,421074,405028,1285030,1230814,1153499,953107,367051,14.06
2025-07-31,184815,80838,103977,2436244,257028,2179216,1235920,1243657,1026045,1368577,62595,32404,30191,127294,4088400,-3961106,70,0,24774,0,16338,153998,-137660,3346518,2007967,1338551,187052,224542,327252,143520,29278,25786,3492,652962,209623,443339,466286,421130,571447,437421,293026,9.59
2025-08-01,202002,86619,115383,2460900,271348,2189552,2204098,2110516,1262583,1714683,62957,31218,31739,131506,4070595,-3939089,70,0,24774,0,16421,174605,-158184,3340768,2034752,1306016,283704,361271,411973,210981,40378,29316,11062,687796,244275,443521,751651,767736,790556,564221,321758,8.6
2025-08-04,199081,86254,112827,2443180,274529,2168651,2206963,2304380,1758312,2180048,62911,31218,31693,136452,4101490,-3965038,70,0,24774,0,17230,174180,-156950,3357670,2006823,1350847,292059,338534,406572,238188,40704,28274,12430,681193,235653,445540,875745,731924,957551,728974,319926,9.0
2025-08-05,207549,89052,118497,2477960,273860,2204100,2590223,2562314,1801991,2227267,62935,29518,33417,144003,4088900,-3944897,70,0,19634,0,17090,185864,-168774,3341824,2032855,1308969,335018,374810,456499,259607,46349,29489,16860,676333,244505,431828,931462,919649,942519,733768,333923,8.42
2025-08-06,208133,93259,114874,2487645,272931,2214714,3031442,2902144,1838812,2301507,62924,29081,33843,149492,4091303,-3941811,70,0,29634,0,17310,184401,-167091,3338651,2051748,1286903,396621,449463,532016,270008,46578,28204,18374,690425,250231,440194,1095861,1172388,1011220,840167,334945,8.58
2025-08-07,209403,89593,119810,2503840,266174,2237666,1532145,1464923,1245912,1622163,64020,27088,36932,152268,4137466,-3985198,70,0,25383,0,17977,191236,-173259,3365626,2065511,1300115,235441,281197,416437,174462,46623,30106,16517,700982,253565,447417,550235,571771,669788,560896,338023,8.59
2025-08-08,217668,93510,124158,2531465,267153,2264312,2604472,2445548,1358824,1850137,66935,25435,41500,155599,4141371,-3985772,12070,0,32394,0,18122,200792,-182670,3360738,2100292,1260446,360340,451153,480816,197681,52876,35864,17012,726794,265780,461014,975805,1055986,791209,615425,355601,8.28
2025-08-11,215716,93362,122354,2507588,275764,2231824,2268785,2354657,1993015,2402620,66412,27135,39277,163649,4161780,-3998131,70,0,34894,0,18282,198009,-179727,3395836,2099263,1296573,319433,385879,517729,288444,48925,30829,18096,734462,264728,469734,990985,838737,1013160,867733,349335,8.45
2025-08-12,218633,91345,127288,2518347,284107,2234240,2959909,2865482,1915103,2395005,66527,27985,38542,164401,4153113,-3988712,70,0,34894,0,17520,202778,-185258,3415322,2112152,1303170,356179,443340,512828,260681,51682,32254,19428,733905,282603,451302,1138323,1145659,1002621,809759,354362,7.95
2025-08-13,217862,91683,126179,2517625,282699,2234926,2783983,2733953,2536444,2902372,66606,29131,37475,167561,4192352,-4024791,1070,0,33439,0,19155,201912,-182757,3453645,2118460,1335185,399605,451350,562039,371415,52560,33457,19103,748913,294233,454680,1105383,1104738,1279531,1137665,356183,8.66
2025-08-14,214029,89898,124131,2521603,280683,2240920,1697060,1525668,1206346,1597071,66066,31131,34935,177456,4191769,-4014313,5870,0,45454,0,18213,201092,-182879,3457494,2144330,1313164,254685,286714,420447,164603,54976,31163,23813,765428,305199,460229,505175,650408,655611,566183,353284,8.3
2025-08-18,203467,87665,115802,2512435,289728,2222707,2238526,2146460,1722603,2185351,72060,34952,37108,189885,4224036,-4034151,2170,0,45454,0,20703,192027,-171324,3498037,2132486,1365551,343765,372870,506654,251792,51648,33234,18414,782848,336955,445893,745643,810774,904920,742487,347878,9.73
2025-08-19,202833,85183,117650,2521111,298296,2222815,2373616,2362184,2271089,2656338,72435,35473,36962,191756,4239748,-4047992,950,0,57454,0,20682,192213,-171531,3520500,2120055,1400445,362434,375091,525440,262975,48726,31807,16919,782128,357396,424732,847804,847529,1033312,967982,344676,9.71
2025-08-20,202829,83714,119115,2538744,307651,2231093,2569340,2535852,2723746,3049305,72307,40103,32204,202553,4234101,-4031548,950,0,54679,0,21383,194575,-173192,3527057,2136619,1390438,384514,422435,562212,350914,50211,28338,21873,790267,380250,410017,956668,953184,1302527,1242946,346730,9.9
2025-08-21,197261,85821,111440,2550870,318432,2232438,1743808,1707471,1427685,1834552,71015,40103,30912,203693,4209068,-4005375,950,0,44854,0,22225,190275,-168050,3522787,2148415,1374372,277304,292269,444635,182101,52908,27210,25698,814234,415669,398565,613543,635865,715421,615942,343409,10.46
2025-08-22,203646,86598,117048,2551009,310372,2240637,2750710,2739687,1520370,2100450,70088,41103,28985,215697,4182884,-3967187,950,0,44854,0,23354,194863,-171509,3513079,2167014,1346065,381017,440409,527827,233258,53553,28077,25476,787485,407000,380485,1153223,1105804,915313,674656,350641,10.7
2025-08-25,203063,87442,115621,2525888,313147,2212741,2679412,2766256,1913487,2379658,68632,41103,27529,234599,4187175,-3952576,370,0,44854,0,31241,201479,-170238,3533216,2171715,1361501,400256,447635,549594,287892,53135,26047,27088,782975,404641,378334,1215491,1081638,952082,792466,356071,13.42
2025-08-26,209787,86446,123341,2547493,302713,2244780,3123990,3024398,1657634,2185212,69308,42009,27299,250342,4224558,-3974216,370,0,44854,0,35491,212420,-176929,3502113,2143516,1358597,469122,522034,591883,300349,51851,25562,26289,770335,399496,370839,1305409,1352458,1001448,810257,366437,14.32
2025-08-28,207664,80029,127635,2440645,230215,2210430,1723523,1628867,1138505,1551395,73646,37480,36166,155211,4126575,-3971364,370,0,22179,0,16621,185135,-168514,3412601,2067839,1344762,251762,297771,427322,141303,31847,27134,4713,594074,177902,416172,537797,586814,603008,498316,329778,8.24
2025-08-29,214659,84343,130316,2477298,239074,2238224,2635383,2496023,1522862,2020655,74840,38006,36834,160600,4185943,-4025343,370,0,34939,0,18187,193382,-175195,3437632,2067816,1369816,415906,491059,523898,248841,34767,26722,8045,612433,195130,417303,1015271,1079848,890572,702776,342453,8.6
2025-09-01,215040,85594,129446,2483071,251556,2231515,2505461,2474990,2370830,2782888,74724,40406,34318,161173,4219457,-4058284,370,0,34939,0,19646,192193,-172547,3451292,2034134,1417158,388829,440532,586370,390020,34938,26155,8783,611712,202101,409611,1012858,991995,1365054,1184285,344348,9.27
2025-09-02,216275,86175,130100,2496227,254947,2241280,1595051,1540853,1156355,1634705,74965,40806,34159,167675,4212135,-4044460,370,0,34939,0,17220,197645,-180425,3438460,2025750,1412710,252789,290844,450744,152878,39974,23808,16166,597382,206912,390470,548753,565266,678558,533013,348434,8.01
2025-09-03,216745,85485,131260,2525482,264716,2260766,1855428,1899385,1879058,2258596,75194,39506,35688,173693,4220715,-4047022,970,0,34939,0,17606,200402,-182796,3415196,2031123,1384073,328489,391345,519945,300650,37992,22144,15848,614109,211926,402183,743115,637272,967743,842439,347537,8.08
2025-09-04,217226,86646,130580,2541542,273196,2268346,2738331,2657689,1970719,2445711,75521,41343,34178,184779,4197781,-4013002,970,0,34939,0,18068,206645,-188577,3401019,2049085,1351934,412100,471503,564196,293796,43865,20046,23819,613347,220625,392722,992244,1014452,958199,788546,354680,8.04
2025-09-05,217989,87353,130636,2548377,276899,2271478,2842453,2817800,2145395,2577950,75862,38993,36869,189359,4209326,-4019967,970,0,37539,0,16715,208130,-191415,3400599,2051021,1349578,487024,529256,621360,336406,46620,22710,23910,630501,231590,398911,1085406,1068797,1040126,930064,357186,7.43
2025-09-08,219016,85968,133048,2559870,287119,2272751,2900870,2900550,2413966,2870311,75800,37703,38097,191904,4232344,-4040440,970,0,37539,0,18193,209553,-191360,3415244,2047788,1367456,562423,554786,697622,411510,41968,21753,20215,651990,251757,400233,1194907,1203834,1294890,1162196,354977,7.99
2025-09-09,218724,86354,132370,2578885,294255,2284630,1553308,1535423,1358054,1759413,75600,37703,37897,193836,4235877,-4042041,970,0,37539,0,20018,209868,-189850,3414716,2047519,1367197,279565,298800,467098,189896,41807,22224,19583,653016,262802,390214,571950,571570,674870,588251,356149,8.71
2025-09-10,212107,85476,126631,2559161,282599,2276562,1974113,1963049,1950202,2332358,78043,39503,38540,196633,4249862,-4053229,970,0,27445,0,23924,210064,-186140,3418777,2042910,1375867,332668,385732,536331,295980,44185,23216,20969,660338,259538,400800,768304,727274,964454,850094,358259,10.22
2025-09-11,211045,84736,126309,2583584,286304,2297280,2210104,2282471,2410003,2737740,78043,39503,38540,196682,4248290,-4051608,970,0,27445,0,25119,207919,-182800,3405470,2068655,1336815,378573,409064,589398,330311,39629,21678,17951,682920,265407,417513,971884,869995,1092433,1051229,353836,10.78
2025-09-12,205394,83097,122297,2581066,295041,2286025,2257645,2393459,2778612,3074165,78054,39503,38551,197858,4246237,-4048379,970,0,27445,0,26661,199010,-172349,3414956,2068386,1346570,456539,457311,678980,402704,36120,24619,11501,693386,277602,415784,1043494,907878,1233522,1241690,346229,11.81
2025-09-15,206755,82406,124349,2604905,298867,2306038,2779958,2762466,2729008,3144706,78054,41203,36851,197094,4263774,-4066680,970,0,27445,0,26579,197735,-171156,3400446,2078790,1321656,499486,535925,717993,430567,35372,25416,9956,718456,279470,438986,1173317,1155339,1333774,1232946,346760,11.85
2025-09-16,199829,82089,117740,2605359,308136,2297223,1425706,1470393,1642876,1942718,79769,40537,39232,196521,4260175,-4063654,970,0,27445,0,26430,185991,-159561,3423953,2092311,1331642,298333,308570,490570,229468,33406,30817,2589,727862,293073,434789,602238,548283,724840,713544,339434,12.44
2025-09-17,195075,82257,112818,2604639,318266,2286373,1750202,1852984,1938105,2262347,81097,39971,41126,205860,4255042,-4049182,970,0,37845,0,27064,177724,-150660,3430475,2101997,1328478,375596,386440,547466,304838,30122,33406,-3284,746247,311916,434331,809404,696749,950549,906781,333358,13.22
2025-09-18,189243,80314,108929,2612825,323006,2289819,2157714,2307126,2298331,2712851,83380,39971,43409,209067,4256764,-4047697,963,0,41245,0,27813,171472,-143659,3444136,2115165,1328971,431295,419058,616493,340222,29876,38555,-8679,755762,326855,428907,949095,812883,1105542,1008537,330312,13.96
2025-09-19,193006,79469,113537,2632234,329798,2302436,2735289,2791042,2364189,2739076,83556,40546,43010,199300,4259402,-4060102,963,0,40045,0,25482,172255,-146773,3471838,2147198,1324640,524961,490990,635317,367142,26010,35784,-9774,792926,359900,433026,1074220,1053401,1105083,1038417,328054,12.89
2025-09-22,191282,83494,107788,2642302,346142,2296160,3346119,3326349,2284800,2716171,83104,40546,42558,211740,4262643,-4050903,963,0,36595,0,26056,170310,-144254,3481617,2170012,1311605,582366,616549,667889,381910,27140,33232,-6092,835178,392040,443138,1482043,1468593,1107789,998992,327582,13.27
2025-09-23,192884,83282,109602,2646984,349476,2297508,1774611,1803938,1551988,1900239,84184,38946,45238,218333,4281903,-4063570,963,0,36845,0,27060,169238,-142178,3501287,2178090,1323197,313723,346177,505629,238258,24122,36784,-12662,873947,431082,442865,683097,622279,697310,653274,328250,13.79
2025-09-24,196282,82472,113810,2658971,346850,2312121,2346866,2384327,1724656,2198098,82576,38946,43630,221448,4280183,-4058735,963,0,31495,0,29680,174979,-145299,3510851,2198150,1312701,387894,446592,591874,316811,26548,38689,-12141,903578,469665,433913,999122,903926,880599,713716,335086,14.5
2025-09-25,201678,85649,116029,2655354,329466,2325888,3069240,3052700,1813250,2324581,83432,37246,46186,227078,4314499,-4087421,963,0,25645,0,33574,181460,-147886,3495527,2193230,1302297,490236,565970,661734,342115,31920,46249,-14329,896854,437618,459236,1301421,1243190,940960,774893,350604,15.61
2025-09-26,215067,84788,130279,2636357,324627,2311730,3573150,3586252,1928506,2379522,83431,35046,48385,238014,4320859,-4082845,25063,0,25645,0,33565,200527,-166962,3518668,2237967,1280701,625853,682758,753826,418024,42964,54666,-11702,897658,407244,490414,1513648,1468704,984084,894515,375027,14.34
2025-09-29,212772,85657,127115,2624151,321938,2302213,3487694,3546637,2219030,2714339,83527,35767,47760,246780,4370163,-4123383,13363,0,25645,0,39999,209583,-169584,3546355,2208091,1338264,673693,699252,819160,497231,44079,49370,-5291,887814,404908,482906,1542036,1470896,1167865,1020129,380377,16.03
