Symbol,Tranche,ISIN,Payment_Date,Payment_Type,Amount_Per_Gram
SGBAUG27,2019-20 Series III,IN0020190107,2025-02-05,COUPON,43.74
SGBAUG29V,2021-22 Series V,IN0020210129,2025-02-11,COUPON,59.88
SGBFEB32IV,2023-24 Series IV,IN0020230184,2025-02-19,COUPON,78.29
SGBAUG30,2022-23 Series II,IN0020220078,2025-02-25,COUPON,64.97
SGBMAR30X,2021-22 Series X,IN0020210319,2025-03-04,COUPON,63.87
SGBMR29XII,2020-21 Series XII,IN0020200427,2025-03-04,COUPON,58.27
SGBSEP28VI,2020-21 Series VI,IN0020200195,2025-03-04,COUPON,63.97
SGBSEP29VI,2021-22 Series VI,IN0020210145,2025-03-04,COUPON,59.15
SGBMAR28X,2019-20 Series X,IN0020190552,2025-03-05,COUPON,53.25
SGBMAR25,2016-17 Series IV,IN0020160126,2025-03-07,COUPON,36.79
SGBMAR31IV,2022-23 Series IV,IN0020220169,2025-03-11,COUPON,70.14
SGBSEP27,2019-20 Series IV,IN0020190115,2025-03-11,COUPON,48.62
SGBMAR25,2016-17 Series IV,IN0020160126,2025-03-17,REDEMPTION,8720.0
SGBSEP31II,2023-24 Series II,IN0020230093,2025-03-19,COUPON,74.04
SGBOCT25,2017-18 Series III,IN0020170059,2025-04-07,COUPON,36.95
SGBOCT27,2019-20 Series V,IN0020190370,2025-04-08,COUPON,47.35
SGBOCT25IV,2017-18 Series IV,IN0020170067,2025-04-14,COUPON,37.34
SGBOC28VII,2020-21 Series VII,IN0020200203,2025-04-15,COUPON,63.14
SGBOCT26,2018-19 Series II,IN0020180249,2025-04-15,COUPON,39.33
SGBOCT25V,2017-18 Series V,IN0020170075,2025-04-21,COUPON,37.14
SGBAPR28I,2020-21 Series I,IN0020200062,2025-04-22,COUPON,57.99
SGBOCT27VI,2019-20 Series VI,IN0020190388,2025-04-23,COUPON,47.94
SGBMAY26,2018-19 Series I,IN0020180033,2025-04-25,COUPON,38.92
SGBNOV25VI,2017-18 Series VI,IN0020170083,2025-04-28,COUPON,36.81
SGBNV29VII,2021-22 Series VII,IN0020210178,2025-04-29,COUPON,59.52
SGBMAY25,2017-18 Series I,IN0020170018,2025-05-02,COUPON,36.89
SGBNOV25,2017-18 Series VII,IN0020170091,2025-05-05,COUPON,36.67
SGBNOV26,2018-19 Series III,IN0020180314,2025-05-06,COUPON,39.79
SGBMAY25,2017-18 Series I,IN0020170018,2025-05-12,REDEMPTION,9240.0
SGBNOV258,2017-18 Series VIII,IN0020170109,2025-05-12,COUPON,37.02
SGBMAY28,2020-21 Series II,IN0020200088,2025-05-13,COUPON,57.38
SGBN28VIII,2020-21 Series VIII,IN0020200286,2025-05-14,COUPON,64.72
SGBNOV25IX,2017-18 Series IX,IN0020170117,2025-05-19,COUPON,37.05
SGBMAY29I,2021-22 Series I,IN0020210053,2025-05-20,COUPON,59.72
SGBDEC25,2017-18 Series X,IN0020170125,2025-05-26,COUPON,37.02
SGBJUN29II,2021-22 Series II,IN0020210061,2025-05-27,COUPON,60.52
SGBDEC25XI,2017-18 Series XI,IN0020170133,2025-06-02,COUPON,36.9
SGBD29VIII,2021-22 Series VIII,IN0020210228,2025-06-03,COUPON,59.89
SGBDC27VII,2019-20 Series VII,IN0020190461,2025-06-03,COUPON,47.44
SGBJU29III,2021-22 Series III,IN0020210087,2025-06-03,COUPON,61.12
SGBJUN27,2019-20 Series I,IN0020190073,2025-06-03,COUPON,39.95
SGBDEC2512,2017-18 Series XII,IN0020170141,2025-06-09,COUPON,36.12
SGBJUN28,2020-21 Series III,IN0020200104,2025-06-10,COUPON,58.47
SGBDEC2513,2017-18 Series XIII,IN0020170158,2025-06-17,COUPON,35.83
SGBJAN26,2017-18 Series XIV,IN0020170166,2025-06-23,COUPON,36.02
SGBDE30III,2022-23 Series III,IN0020220110,2025-06-24,COUPON,67.61
SGBDEC26,2018-19 Series IV,IN0020180389,2025-06-24,COUPON,38.99
SGBJUN30,2022-23 Series I,IN0020220045,2025-06-24,COUPON,63.64
SGBJUN31I,2023-24 Series I,IN0020230069,2025-06-24,COUPON,74.08
SGBDE31III,2023-24 Series III,IN0020230168,2025-06-26,COUPON,77.49
SGBJAN29IX,2020-21 Series IX,IN0020200377,2025-07-01,COUPON,62.5
SGBJUL27,2019-20 Series II,IN0020190081,2025-07-08,COUPON,43.04
SGBJUL28IV,2020-21 Series IV,IN0020200146,2025-07-08,COUPON,60.65
SGBJ28VIII,2019-20 Series VIII,IN0020190537,2025-07-15,COUPON,50.2
SGBJAN27,2018-19 Series V,IN0020180462,2025-07-15,COUPON,40.17
SGBJAN29X,2020-21 Series X,IN0020200385,2025-07-15,COUPON,63.8
SGBJAN30IX,2021-22 Series IX,IN0020210236,2025-07-15,COUPON,59.83
SGBJUL29IV,2021-22 Series IV,IN0020210111,2025-07-15,COUPON,60.09
SGBJULY25,2017-18 Series II,IN0020170034,2025-07-18,COUPON,35.38
SGBJULY25,2017-18 Series II,IN0020170034,2025-07-28,REDEMPTION,9850.0
SGBAUG28V,2020-21 Series V,IN0020200161,2025-08-05,COUPON,66.67
SGBFEB27,2018-19 Series VI,IN0020180561,2025-08-05,COUPON,41.58
SGBFEB28IX,2019-20 Series IX,IN0020190545,2025-08-05,COUPON,50.88
SGBFEB29XI,2020-21 Series XI,IN0020200393,2025-08-05,COUPON,61.4
SGBAUG27,2019-20 Series III,IN0020190107,2025-08-06,COUPON,43.74
SGBAUG29V,2021-22 Series V,IN0020210129,2025-08-12,COUPON,59.88
SGBFEB32IV,2023-24 Series IV,IN0020230184,2025-08-20,COUPON,78.29
SGBAUG30,2022-23 Series II,IN0020220078,2025-08-26,COUPON,64.97
SGBMAR30X,2021-22 Series X,IN0020210319,2025-09-02,COUPON,63.87
SGBMR29XII,2020-21 Series XII,IN0020200427,2025-09-02,COUPON,58.27
SGBSEP28VI,2020-21 Series VI,IN0020200195,2025-09-02,COUPON,63.97
SGBSEP29VI,2021-22 Series VI,IN0020210145,2025-09-02,COUPON,59.15
SGBMAR28X,2019-20 Series X,IN0020190552,2025-09-03,COUPON,53.25
SGBMAR31IV,2022-23 Series IV,IN0020220169,2025-09-09,COUPON,70.14
SGBSEP27,2019-20 Series IV,IN0020190115,2025-09-09,COUPON,48.62
SGBSEP31II,2023-24 Series II,IN0020230093,2025-09-17,COUPON,74.04
SGBOCT25,2017-18 Series III,IN0020170059,2025-10-06,COUPON,36.95
SGBOCT27,2019-20 Series V,IN0020190370,2025-10-07,COUPON,47.35
SGBOCT25IV,2017-18 Series IV,IN0020170067,2025-10-13,COUPON,37.34
SGBOC28VII,2020-21 Series VII,IN0020200203,2025-10-14,COUPON,63.14
SGBOCT26,2018-19 Series II,IN0020180249,2025-10-14,COUPON,39.33
SGBOCT25,2017-18 Series III,IN0020170059,2025-10-16,REDEMPTION,10120.0
SGBOCT25V,2017-18 Series V,IN0020170075,2025-10-20,COUPON,37.14
SGBAPR28I,2020-21 Series I,IN0020200062,2025-10-21,COUPON,57.99
SGBOCT27VI,2019-20 Series VI,IN0020190388,2025-10-22,COUPON,47.94
SGBOCT25IV,2017-18 Series IV,IN0020170067,2025-10-23,REDEMPTION,10140.0
SGBMAY26,2018-19 Series I,IN0020180033,2025-10-24,COUPON,38.92
SGBNOV25VI,2017-18 Series VI,IN0020170083,2025-10-27,COUPON,36.81
SGBNV29VII,2021-22 Series VII,IN0020210178,2025-10-28,COUPON,59.52
SGBOCT25V,2017-18 Series V,IN0020170075,2025-10-30,REDEMPTION,10150.0
SGBNOV25,2017-18 Series VII,IN0020170091,2025-11-03,COUPON,36.67
SGBNOV26,2018-19 Series III,IN0020180314,2025-11-04,COUPON,39.79
SGBNOV25VI,2017-18 Series VI,IN0020170083,2025-11-06,REDEMPTION,10180.0
SGBNOV258,2017-18 Series VIII,IN0020170109,2025-11-10,COUPON,37.02
SGBMAY28,2020-21 Series II,IN0020200088,2025-11-11,COUPON,57.38
SGBN28VIII,2020-21 Series VIII,IN0020200286,2025-11-12,COUPON,64.72
SGBNOV25,2017-18 Series VII,IN0020170091,2025-11-13,REDEMPTION,10210.0
SGBNOV25IX,2017-18 Series IX,IN0020170117,2025-11-17,COUPON,37.05
SGBMAY29I,2021-22 Series I,IN0020210053,2025-11-18,COUPON,59.72
SGBNOV258,2017-18 Series VIII,IN0020170109,2025-11-20,REDEMPTION,10250.0
SGBDEC25,2017-18 Series X,IN0020170125,2025-11-24,COUPON,37.02
SGBJUN29II,2021-22 Series II,IN0020210061,2025-11-25,COUPON,60.52
SGBNOV25IX,2017-18 Series IX,IN0020170117,2025-11-27,REDEMPTION,10280.0
SGBDEC25XI,2017-18 Series XI,IN0020170133,2025-12-01,COUPON,36.9
SGBD29VIII,2021-22 Series VIII,IN0020210228,2025-12-02,COUPON,59.89
SGBDC27VII,2019-20 Series VII,IN0020190461,2025-12-02,COUPON,47.44
SGBJU29III,2021-22 Series III,IN0020210087,2025-12-02,COUPON,61.12
SGBJUN27,2019-20 Series I,IN0020190073,2025-12-02,COUPON,39.95
SGBDEC25,2017-18 Series X,IN0020170125,2025-12-04,REDEMPTION,10330.0
SGBDEC2512,2017-18 Series XII,IN0020170141,2025-12-08,COUPON,36.12
SGBJUN28,2020-21 Series III,IN0020200104,2025-12-09,COUPON,58.47
SGBDEC25XI,2017-18 Series XI,IN0020170133,2025-12-11,REDEMPTION,10350.0
SGBDEC2513,2017-18 Series XIII,IN0020170158,2025-12-16,COUPON,35.83
SGBDEC2512,2017-18 Series XII,IN0020170141,2025-12-18,REDEMPTION,10380.0
SGBJAN26,2017-18 Series XIV,IN0020170166,2025-12-22,COUPON,36.02
SGBDE30III,2022-23 Series III,IN0020220110,2025-12-23,COUPON,67.61
SGBDEC26,2018-19 Series IV,IN0020180389,2025-12-23,COUPON,38.99
SGBJUN30,2022-23 Series I,IN0020220045,2025-12-23,COUPON,63.64
SGBJUN31I,2023-24 Series I,IN0020230069,2025-12-23,COUPON,74.08
SGBDE31III,2023-24 Series III,IN0020230168,2025-12-25,COUPON,77.49
SGBDEC2513,2017-18 Series XIII,IN0020170158,2025-12-26,REDEMPTION,10400.0
SGBJAN29IX,2020-21 Series IX,IN0020200377,2025-12-30,COUPON,62.5
SGBJAN26,2017-18 Series XIV,IN0020170166,2026-01-01,REDEMPTION,10420.0
SGBJUL27,2019-20 Series II,IN0020190081,2026-01-06,COUPON,43.04
SGBJUL28IV,2020-21 Series IV,IN0020200146,2026-01-06,COUPON,60.65
SGBJ28VIII,2019-20 Series VIII,IN0020190537,2026-01-13,COUPON,50.2
SGBJAN27,2018-19 Series V,IN0020180462,2026-01-13,COUPON,40.17
SGBJAN29X,2020-21 Series X,IN0020200385,2026-01-13,COUPON,63.8
SGBJAN30IX,2021-22 Series IX,IN0020210236,2026-01-13,COUPON,59.83
SGBJUL29IV,2021-22 Series IV,IN0020210111,2026-01-13,COUPON,60.09
SGBAUG28V,2020-21 Series V,IN0020200161,2026-02-03,COUPON,66.67
SGBFEB27,2018-19 Series VI,IN0020180561,2026-02-03,COUPON,41.58
SGBFEB28IX,2019-20 Series IX,IN0020190545,2026-02-03,COUPON,50.88
SGBFEB29XI,2020-21 Series XI,IN0020200393,2026-02-03,COUPON,61.4
SGBAUG27,2019-20 Series III,IN0020190107,2026-02-04,COUPON,43.74
SGBAUG29V,2021-22 Series V,IN0020210129,2026-02-10,COUPON,59.88
SGBFEB32IV,2023-24 Series IV,IN0020230184,2026-02-18,COUPON,78.29
SGBAUG30,2022-23 Series II,IN0020220078,2026-02-24,COUPON,64.97
SGBMAR30X,2021-22 Series X,IN0020210319,2026-03-03,COUPON,63.87
SGBMR29XII,2020-21 Series XII,IN0020200427,2026-03-03,COUPON,58.27
SGBSEP28VI,2020-21 Series VI,IN0020200195,2026-03-03,COUPON,63.97
SGBSEP29VI,2021-22 Series VI,IN0020210145,2026-03-03,COUPON,59.15
SGBMAR28X,2019-20 Series X,IN0020190552,2026-03-04,COUPON,53.25
SGBMAR31IV,2022-23 Series IV,IN0020220169,2026-03-10,COUPON,70.14
SGBSEP27,2019-20 Series IV,IN0020190115,2026-03-10,COUPON,48.62
SGBSEP31II,2023-24 Series II,IN0020230093,2026-03-18,COUPON,74.04
SGBOCT27,2019-20 Series V,IN0020190370,2026-04-07,COUPON,47.35
SGBOC28VII,2020-21 Series VII,IN0020200203,2026-04-14,COUPON,63.14
SGBOCT26,2018-19 Series II,IN0020180249,2026-04-14,COUPON,39.33
SGBAPR28I,2020-21 Series I,IN0020200062,2026-04-21,COUPON,57.99
SGBOCT27VI,2019-20 Series VI,IN0020190388,2026-04-22,COUPON,47.94
SGBMAY26,2018-19 Series I,IN0020180033,2026-04-24,COUPON,38.92
SGBNV29VII,2021-22 Series VII,IN0020210178,2026-04-28,COUPON,59.52
SGBMAY26,2018-19 Series I,IN0020180033,2026-05-04,REDEMPTION,10500.0
SGBNOV26,2018-19 Series III,IN0020180314,2026-05-05,COUPON,39.79
SGBMAY28,2020-21 Series II,IN0020200088,2026-05-12,COUPON,57.38
SGBN28VIII,2020-21 Series VIII,IN0020200286,2026-05-13,COUPON,64.72
SGBMAY29I,2021-22 Series I,IN0020210053,2026-05-19,COUPON,59.72
SGBJUN29II,2021-22 Series II,IN0020210061,2026-05-26,COUPON,60.52
SGBD29VIII,2021-22 Series VIII,IN0020210228,2026-06-02,COUPON,59.89
SGBDC27VII,2019-20 Series VII,IN0020190461,2026-06-02,COUPON,47.44
SGBJU29III,2021-22 Series III,IN0020210087,2026-06-02,COUPON,61.12
SGBJUN27,2019-20 Series I,IN0020190073,2026-06-02,COUPON,39.95
SGBJUN28,2020-21 Series III,IN0020200104,2026-06-09,COUPON,58.47
SGBDE30III,2022-23 Series III,IN0020220110,2026-06-23,COUPON,67.61
SGBDEC26,2018-19 Series IV,IN0020180389,2026-06-23,COUPON,38.99
SGBJUN30,2022-23 Series I,IN0020220045,2026-06-23,COUPON,63.64
SGBJUN31I,2023-24 Series I,IN0020230069,2026-06-23,COUPON,74.08
SGBDE31III,2023-24 Series III,IN0020230168,2026-06-25,COUPON,77.49
SGBJAN29IX,2020-21 Series IX,IN0020200377,2026-06-30,COUPON,62.5
SGBJUL27,2019-20 Series II,IN0020190081,2026-07-07,COUPON,43.04
SGBJUL28IV,2020-21 Series IV,IN0020200146,2026-07-07,COUPON,60.65
SGBJ28VIII,2019-20 Series VIII,IN0020190537,2026-07-14,COUPON,50.2
SGBJAN27,2018-19 Series V,IN0020180462,2026-07-14,COUPON,40.17
SGBJAN29X,2020-21 Series X,IN0020200385,2026-07-14,COUPON,63.8
SGBJAN30IX,2021-22 Series IX,IN0020210236,2026-07-14,COUPON,59.83
SGBJUL29IV,2021-22 Series IV,IN0020210111,2026-07-14,COUPON,60.09
SGBAUG28V,2020-21 Series V,IN0020200161,2026-08-04,COUPON,66.67
SGBFEB27,2018-19 Series VI,IN0020180561,2026-08-04,COUPON,41.58
SGBFEB28IX,2019-20 Series IX,IN0020190545,2026-08-04,COUPON,50.88
SGBFEB29XI,2020-21 Series XI,IN0020200393,2026-08-04,COUPON,61.4
SGBAUG27,2019-20 Series III,IN0020190107,2026-08-05,COUPON,43.74
SGBAUG29V,2021-22 Series V,IN0020210129,2026-08-11,COUPON,59.88
SGBFEB32IV,2023-24 Series IV,IN0020230184,2026-08-19,COUPON,78.29
SGBAUG30,2022-23 Series II,IN0020220078,2026-08-25,COUPON,64.97
SGBMAR30X,2021-22 Series X,IN0020210319,2026-09-01,COUPON,63.87
SGBMR29XII,2020-21 Series XII,IN0020200427,2026-09-01,COUPON,58.27
SGBSEP28VI,2020-21 Series VI,IN0020200195,2026-09-01,COUPON,63.97
SGBSEP29VI,2021-22 Series VI,IN0020210145,2026-09-01,COUPON,59.15
SGBMAR28X,2019-20 Series X,IN0020190552,2026-09-02,COUPON,53.25
SGBMAR31IV,2022-23 Series IV,IN0020220169,2026-09-08,COUPON,70.14
SGBSEP27,2019-20 Series IV,IN0020190115,2026-09-08,COUPON,48.62
SGBSEP31II,2023-24 Series II,IN0020230093,2026-09-16,COUPON,74.04
SGBOCT27,2019-20 Series V,IN0020190370,2026-10-06,COUPON,47.35
SGBOC28VII,2020-21 Series VII,IN0020200203,2026-10-13,COUPON,63.14
SGBOCT26,2018-19 Series II,IN0020180249,2026-10-13,COUPON,39.33
SGBAPR28I,2020-21 Series I,IN0020200062,2026-10-20,COUPON,57.99
SGBOCT27VI,2019-20 Series VI,IN0020190388,2026-10-21,COUPON,47.94
SGBOCT26,2018-19 Series II,IN0020180249,2026-10-23,REDEMPTION,3146.0
SGBNV29VII,2021-22 Series VII,IN0020210178,2026-10-27,COUPON,59.52
SGBNOV26,2018-19 Series III,IN0020180314,2026-11-03,COUPON,39.79
SGBMAY28,2020-21 Series II,IN0020200088,2026-11-10,COUPON,57.38
SGBN28VIII,2020-21 Series VIII,IN0020200286,2026-11-11,COUPON,64.72
SGBNOV26,2018-19 Series III,IN0020180314,2026-11-13,REDEMPTION,3183.0
SGBMAY29I,2021-22 Series I,IN0020210053,2026-11-17,COUPON,59.72
SGBJUN29II,2021-22 Series II,IN0020210061,2026-11-24,COUPON,60.52
SGBD29VIII,2021-22 Series VIII,IN0020210228,2026-12-01,COUPON,59.89
SGBDC27VII,2019-20 Series VII,IN0020190461,2026-12-01,COUPON,47.44
SGBJU29III,2021-22 Series III,IN0020210087,2026-12-01,COUPON,61.12
SGBJUN27,2019-20 Series I,IN0020190073,2026-12-01,COUPON,39.95
SGBJUN28,2020-21 Series III,IN0020200104,2026-12-08,COUPON,58.47
SGBDE30III,2022-23 Series III,IN0020220110,2026-12-22,COUPON,67.61
SGBDEC26,2018-19 Series IV,IN0020180389,2026-12-22,COUPON,38.99
SGBJUN30,2022-23 Series I,IN0020220045,2026-12-22,COUPON,63.64
SGBJUN31I,2023-24 Series I,IN0020230069,2026-12-22,COUPON,74.08
SGBDE31III,2023-24 Series III,IN0020230168,2026-12-24,COUPON,77.49
SGBJAN29IX,2020-21 Series IX,IN0020200377,2026-12-29,COUPON,62.5
SGBDEC26,2018-19 Series IV,IN0020180389,2027-01-01,REDEMPTION,3119.0
SGBJUL27,2019-20 Series II,IN0020190081,2027-01-05,COUPON,43.04
SGBJUL28IV,2020-21 Series IV,IN0020200146,2027-01-05,COUPON,60.65
SGBJ28VIII,2019-20 Series VIII,IN0020190537,2027-01-12,COUPON,50.2
SGBJAN27,2018-19 Series V,IN0020180462,2027-01-12,COUPON,40.17
SGBJAN29X,2020-21 Series X,IN0020200385,2027-01-12,COUPON,63.8
SGBJAN30IX,2021-22 Series IX,IN0020210236,2027-01-12,COUPON,59.83
SGBJUL29IV,2021-22 Series IV,IN0020210111,2027-01-12,COUPON,60.09
SGBJAN27,2018-19 Series V,IN0020180462,2027-01-22,REDEMPTION,3214.0
SGBAUG28V,2020-21 Series V,IN0020200161,2027-02-02,COUPON,66.67
SGBFEB27,2018-19 Series VI,IN0020180561,2027-02-02,COUPON,41.58
SGBFEB28IX,2019-20 Series IX,IN0020190545,2027-02-02,COUPON,50.88
SGBFEB29XI,2020-21 Series XI,IN0020200393,2027-02-02,COUPON,61.4
SGBAUG27,2019-20 Series III,IN0020190107,2027-02-03,COUPON,43.74
SGBAUG29V,2021-22 Series V,IN0020210129,2027-02-09,COUPON,59.88
SGBFEB27,2018-19 Series VI,IN0020180561,2027-02-12,REDEMPTION,3326.0
SGBFEB32IV,2023-24 Series IV,IN0020230184,2027-02-17,COUPON,78.29
SGBAUG30,2022-23 Series II,IN0020220078,2027-02-23,COUPON,64.97
SGBMAR30X,2021-22 Series X,IN0020210319,2027-03-02,COUPON,63.87
SGBMR29XII,2020-21 Series XII,IN0020200427,2027-03-02,COUPON,58.27
SGBSEP28VI,2020-21 Series VI,IN0020200195,2027-03-02,COUPON,63.97
SGBSEP29VI,2021-22 Series VI,IN0020210145,2027-03-02,COUPON,59.15
SGBMAR28X,2019-20 Series X,IN0020190552,2027-03-03,COUPON,53.25
SGBMAR31IV,2022-23 Series IV,IN0020220169,2027-03-09,COUPON,70.14
SGBSEP27,2019-20 Series IV,IN0020190115,2027-03-09,COUPON,48.62
SGBSEP31II,2023-24 Series II,IN0020230093,2027-03-17,COUPON,74.04
SGBOCT27,2019-20 Series V,IN0020190370,2027-04-06,COUPON,47.35
SGBOC28VII,2020-21 Series VII,IN0020200203,2027-04-13,COUPON,63.14
SGBAPR28I,2020-21 Series I,IN0020200062,2027-04-20,COUPON,57.99
SGBOCT27VI,2019-20 Series VI,IN0020190388,2027-04-21,COUPON,47.94
SGBNV29VII,2021-22 Series VII,IN0020210178,2027-04-27,COUPON,59.52
SGBMAY28,2020-21 Series II,IN0020200088,2027-05-11,COUPON,57.38
SGBN28VIII,2020-21 Series VIII,IN0020200286,2027-05-12,COUPON,64.72
SGBMAY29I,2021-22 Series I,IN0020210053,2027-05-18,COUPON,59.72
SGBJUN29II,2021-22 Series II,IN0020210061,2027-05-25,COUPON,60.52
SGBD29VIII,2021-22 Series VIII,IN0020210228,2027-06-01,COUPON,59.89
SGBDC27VII,2019-20 Series VII,IN0020190461,2027-06-01,COUPON,47.44
SGBJU29III,2021-22 Series III,IN0020210087,2027-06-01,COUPON,61.12
SGBJUN27,2019-20 Series I,IN0020190073,2027-06-01,COUPON,39.95
SGBJUN28,2020-21 Series III,IN0020200104,2027-06-08,COUPON,58.47
SGBJUN27,2019-20 Series I,IN0020190073,2027-06-11,REDEMPTION,3196.0
SGBDE30III,2022-23 Series III,IN0020220110,2027-06-22,COUPON,67.61
SGBJUN30,2022-23 Series I,IN0020220045,2027-06-22,COUPON,63.64
SGBJUN31I,2023-24 Series I,IN0020230069,2027-06-22,COUPON,74.08
SGBDE31III,2023-24 Series III,IN0020230168,2027-06-24,COUPON,77.49
SGBJAN29IX,2020-21 Series IX,IN0020200377,2027-06-29,COUPON,62.5
SGBJUL27,2019-20 Series II,IN0020190081,2027-07-06,COUPON,43.04
SGBJUL28IV,2020-21 Series IV,IN0020200146,2027-07-06,COUPON,60.65
SGBJ28VIII,2019-20 Series VIII,IN0020190537,2027-07-13,COUPON,50.2
SGBJAN29X,2020-21 Series X,IN0020200385,2027-07-13,COUPON,63.8
SGBJAN30IX,2021-22 Series IX,IN0020210236,2027-07-13,COUPON,59.83
SGBJUL29IV,2021-22 Series IV,IN0020210111,2027-07-13,COUPON,60.09
SGBJUL27,2019-20 Series II,IN0020190081,2027-07-16,REDEMPTION,3443.0
SGBAUG28V,2020-21 Series V,IN0020200161,2027-08-03,COUPON,66.67
SGBFEB28IX,2019-20 Series IX,IN0020190545,2027-08-03,COUPON,50.88
SGBFEB29XI,2020-21 Series XI,IN0020200393,2027-08-03,COUPON,61.4
SGBAUG27,2019-20 Series III,IN0020190107,2027-08-04,COUPON,43.74
SGBAUG29V,2021-22 Series V,IN0020210129,2027-08-10,COUPON,59.88
SGBAUG27,2019-20 Series III,IN0020190107,2027-08-14,REDEMPTION,3499.0
SGBFEB32IV,2023-24 Series IV,IN0020230184,2027-08-18,COUPON,78.29
SGBAUG30,2022-23 Series II,IN0020220078,2027-08-24,COUPON,64.97
SGBMAR30X,2021-22 Series X,IN0020210319,2027-08-31,COUPON,63.87
SGBMR29XII,2020-21 Series XII,IN0020200427,2027-08-31,COUPON,58.27
SGBSEP28VI,2020-21 Series VI,IN0020200195,2027-08-31,COUPON,63.97
SGBSEP29VI,2021-22 Series VI,IN0020210145,2027-08-31,COUPON,59.15
SGBMAR28X,2019-20 Series X,IN0020190552,2027-09-01,COUPON,53.25
SGBMAR31IV,2022-23 Series IV,IN0020220169,2027-09-07,COUPON,70.14
SGBSEP27,2019-20 Series IV,IN0020190115,2027-09-07,COUPON,48.62
SGBSEP31II,2023-24 Series II,IN0020230093,2027-09-15,COUPON,74.04
SGBSEP27,2019-20 Series IV,IN0020190115,2027-09-17,REDEMPTION,3890.0
SGBOCT27,2019-20 Series V,IN0020190370,2027-10-05,COUPON,47.35
SGBOC28VII,2020-21 Series VII,IN0020200203,2027-10-12,COUPON,63.14
SGBOCT27,2019-20 Series V,IN0020190370,2027-10-15,REDEMPTION,3788.0
SGBAPR28I,2020-21 Series I,IN0020200062,2027-10-19,COUPON,57.99
SGBOCT27VI,2019-20 Series VI,IN0020190388,2027-10-20,COUPON,47.94
SGBNV29VII,2021-22 Series VII,IN0020210178,2027-10-26,COUPON,59.52
SGBOCT27VI,2019-20 Series VI,IN0020190388,2027-10-30,REDEMPTION,3835.0
SGBMAY28,2020-21 Series II,IN0020200088,2027-11-09,COUPON,57.38
SGBN28VIII,2020-21 Series VIII,IN0020200286,2027-11-10,COUPON,64.72
SGBMAY29I,2021-22 Series I,IN0020210053,2027-11-16,COUPON,59.72
SGBJUN29II,2021-22 Series II,IN0020210061,2027-11-23,COUPON,60.52
SGBD29VIII,2021-22 Series VIII,IN0020210228,2027-11-30,COUPON,59.89
SGBDC27VII,2019-20 Series VII,IN0020190461,2027-11-30,COUPON,47.44
SGBJU29III,2021-22 Series III,IN0020210087,2027-11-30,COUPON,61.12
SGBJUN28,2020-21 Series III,IN0020200104,2027-12-07,COUPON,58.47
SGBDC27VII,2019-20 Series VII,IN0020190461,2027-12-10,REDEMPTION,3795.0
SGBDE30III,2022-23 Series III,IN0020220110,2027-12-21,COUPON,67.61
SGBJUN30,2022-23 Series I,IN0020220045,2027-12-21,COUPON,63.64
SGBJUN31I,2023-24 Series I,IN0020230069,2027-12-21,COUPON,74.08
SGBDE31III,2023-24 Series III,IN0020230168,2027-12-23,COUPON,77.49
SGBJAN29IX,2020-21 Series IX,IN0020200377,2027-12-28,COUPON,62.5
SGBJUL28IV,2020-21 Series IV,IN0020200146,2028-01-04,COUPON,60.65
SGBJ28VIII,2019-20 Series VIII,IN0020190537,2028-01-11,COUPON,50.2
SGBJAN29X,2020-21 Series X,IN0020200385,2028-01-11,COUPON,63.8
SGBJAN30IX,2021-22 Series IX,IN0020210236,2028-01-11,COUPON,59.83
SGBJUL29IV,2021-22 Series IV,IN0020210111,2028-01-11,COUPON,60.09
SGBJ28VIII,2019-20 Series VIII,IN0020190537,2028-01-21,REDEMPTION,4016.0
SGBAUG28V,2020-21 Series V,IN0020200161,2028-02-01,COUPON,66.67
SGBFEB28IX,2019-20 Series IX,IN0020190545,2028-02-01,COUPON,50.88
SGBFEB29XI,2020-21 Series XI,IN0020200393,2028-02-01,COUPON,61.4
SGBAUG29V,2021-22 Series V,IN0020210129,2028-02-08,COUPON,59.88
SGBFEB28IX,2019-20 Series IX,IN0020190545,2028-02-11,REDEMPTION,4070.0
SGBFEB32IV,2023-24 Series IV,IN0020230184,2028-02-16,COUPON,78.29
SGBAUG30,2022-23 Series II,IN0020220078,2028-02-22,COUPON,64.97
SGBMAR30X,2021-22 Series X,IN0020210319,2028-02-29,COUPON,63.87
SGBMR29XII,2020-21 Series XII,IN0020200427,2028-02-29,COUPON,58.27
SGBSEP28VI,2020-21 Series VI,IN0020200195,2028-02-29,COUPON,63.97
SGBSEP29VI,2021-22 Series VI,IN0020210145,2028-02-29,COUPON,59.15
SGBMAR28X,2019-20 Series X,IN0020190552,2028-03-01,COUPON,53.25
SGBMAR31IV,2022-23 Series IV,IN0020220169,2028-03-07,COUPON,70.14
SGBMAR28X,2019-20 Series X,IN0020190552,2028-03-11,REDEMPTION,4260.0
SGBSEP31II,2023-24 Series II,IN0020230093,2028-03-15,COUPON,74.04
SGBOC28VII,2020-21 Series VII,IN0020200203,2028-04-11,COUPON,63.14
SGBAPR28I,2020-21 Series I,IN0020200062,2028-04-18,COUPON,57.99
SGBNV29VII,2021-22 Series VII,IN0020210178,2028-04-25,COUPON,59.52
SGBAPR28I,2020-21 Series I,IN0020200062,2028-04-28,REDEMPTION,4639.0
