Ex_Date,Record_Date,Symbol,Company_Name,Series,Action_Type,Ratio_or_Amount,Purpose,Face_Value,ISIN,BC_Start_Date,BC_End_Date
2015-11-23,,CELESTIAL,Celestial Biolabs Limited,EQ,MEETING,,Annual General Meeting,10,INE221I01017,2015-11-26,2015-11-28
2015-11-23,2015-11-25,TAKE,TAKE Limited,EQ,DIVIDEND,0.30,Interim Dividend - Re 0.30/- Per Share,1,INE142I01023,,
2015-11-20,2015-11-23,DCM,DCM  Limited,EQ,DIVIDEND,1.50,Interim Dividend - Rs 1.50/- Per Share,10,INE498A01018,,
2015-11-19,2015-11-20,ALLCARGO,Allcargo Logistics Limited,EQ,DIVIDEND,1.00,Interim Dividend -  Re 1/- Per Share,2,INE418H01029,,
2015-11-19,2015-11-20,AUROPHARMA,Aurobindo Pharma Limited,EQ,DIVIDEND,0.60,Interim Dividend - Re 0.60/- Per Share,1,INE406A01029,,
2015-11-19,2015-11-20,EXPLEOSOL,Expleo Solutions Limited,EQ,DIVIDEND,4.00,Interim Dividend -  Rs 4/- Per Share,10,INE201K01015,,
2015-11-19,2015-11-20,HGS,Hinduja Global Solutions Limited,EQ,DIVIDEND,5.00,Interim Dividend - Rs 5/- Per Share,10,INE170I01016,,
2015-11-19,2015-11-21,JSL,Jindal Stainless Limited,EQ,DEMERGER,,Composite Scheme Of Arrangement,2,INE220G01021,,
2015-11-19,2015-11-20,KKCL,Kewal Kiran Clothing Limited,EQ,DIVIDEND,8.50,Interim Dividend -  Rs 8.50/- Per Share,10,INE401H01017,,
2015-11-19,2015-11-20,MEP,MEP Infrastructure Developers Limited,EQ,DIVIDEND,0.10,Interim Dividend - Re 0.10/- Per Share,10,INE776I01010,,
2015-11-19,2015-11-20,MFSL,Max Financial Services Limited,EQ,DIVIDEND,1.80,Interim Dividend -  Rs 1.80/- Per Share,2,INE180A01020,,
2015-11-19,2015-11-20,MMFL,MM Forgings Limited,EQ,DIVIDEND,3.00,Interim Dividend -  Rs 3/- Per Share,10,INE227C01017,,
2015-11-19,2015-11-20,MONSANTO,Monsanto India Limited,EQ,DIVIDEND,15.00,Interim Dividend -  Rs 15 Per Share,10,INE274B01011,,
2015-11-19,2015-11-20,NAUKRI,Info Edge (India) Limited,EQ,DIVIDEND,1.00,Interim Dividend -  Re 1/- Per Share,2,INE663F01024,,
2015-11-19,2015-11-20,NILKAMAL,Nilkamal Limited,EQ,DIVIDEND,2.50,Interim Dividend -  Rs 2.50/- Per Share,10,INE310A01015,,
2015-11-19,2015-11-21,RPOWER,Reliance Power Limited,EQ,DIVIDEND,1.00,Interim Dividend - Re 1/- Per Share,10,INE614G01033,,
2015-11-19,2015-11-20,TRITURBINE,Triveni Turbine Limited,EQ,DIVIDEND,0.40,Interim Dividend -  Re 0.40/- Per Share,1,INE152M01016,,
2015-11-18,2015-11-19,INGERRAND,Ingersoll Rand (India) Limited,EQ,DIVIDEND,3.00,Interim Dividend -  Rs 3/- Per Share,10,INE177A01018,,
2015-11-18,2015-11-19,PRECWIRE,Precision Wires India Limited,EQ,DIVIDEND,2.50,Interim Dividend Rs 2.50 Per Share,1,INE372C01011,,
2015-11-17,2015-11-18,IMPAL,India Motor Parts and Accessories Limited,EQ,DIVIDEND,2.50,Interim Dividend Rs 2.50 Per Share,10,INE547E01014,,
2015-11-17,2015-11-18,PIIND,PI Industries Limited,EQ,DIVIDEND,1.20,Interim Dividend -  Rs 1.20/- Per Share,1,INE603J01014,,
2015-11-17,2015-11-18,PPAP,PPAP Automotive Limited,EQ,DIVIDEND,1.00,Interim Dividend Re 1/- Per Share,10,INE095I01015,,
2015-11-16,,ACROPETAL,Acropetal Technologies Limited,EQ,MEETING,,Annual General Meeting,10,INE055L01013,2015-11-18,2015-11-24
2015-11-16,2015-11-17,CARERATING,CARE Ratings Limited,EQ,DIVIDEND,6.00,Interim Dividend Rs 6/- Per Share,10,INE752H01013,,
2015-11-16,2015-11-17,GABRIEL,Gabriel India Limited,EQ,DIVIDEND,0.45,Interim Dividend Re 0.45 Per Share,1,INE524A01029,,
2015-11-16,2015-11-17,HEXAWARE,Hexaware Technologies Limited,EQ,DIVIDEND,2.25,Interim Dividend Rs 2.25 Per Share,2,INE093A01033,,
2015-11-16,2015-11-17,L&TINFRA,L&T Infrastructure Finance Company Limited,H3,INTEREST,,Interest Payment,1000,INE691I07126,,
2015-11-16,2015-11-17,MTEDUCARE,MT Educare Limited,EQ,DIVIDEND,0.60,Interim Dividend - Re 0.60/- Per Share (Purpose Revised),10,INE472M01018,,
2015-11-16,2015-11-17,PAGEIND,Page Industries Limited,EQ,DIVIDEND,21.00,Interim Dividend Rs 21/- Per Share (Purposed Revised),10,INE761H01022,,
2015-11-13,2015-11-16,DCMSHRIRAM,DCM Shriram Limited,EQ,DIVIDEND,1.20,Interim Dividend-Rs 1.20/- Per Share,2,INE499A01024,,
2015-11-13,2015-11-16,SUNDRMFAST,Sundram Fasteners Limited,EQ,DIVIDEND,0.85,Interim Dividend -  Re 0.85/- Per Share,1,INE387A01021,,
2015-11-10,2015-11-14,AARTIDRUGS,Aarti Drugs Limited,EQ,DIVIDEND,2.25,Interim Dividend -  Rs 2.25/- Per Share (Purpose Revised),10,INE767A01016,,
2015-11-10,2015-11-13,ATULAUTO,Atul Auto Limited,EQ,DIVIDEND,2.75,Interim Dividend -  Rs 2.75/- Per Share,5,INE951D01010,,
2015-11-10,2015-11-13,GULPOLY,Gulshan Polyols Limited,EQ,DIVIDEND,1.75,Interim Dividend -  Rs 1.75 Per Share,1,INE255D01016,,
2015-11-10,,HCL-INSYS,HCL Infosystems Limited,EQ,MEETING,,Annual General Meeting,2,INE236A01020,2015-11-16,2015-11-19
2015-11-10,2015-11-13,LGBBROSLTD,LG Balakrishnan & Bros Limited,EQ,DIVIDEND,2.50,Interim Dividend -  Rs 2.50/- Per Share (Purpose Revised),10,INE337A01034,,
2015-11-10,2015-11-14,MANAKSIA,Manaksia Limited,EQ,DIVIDEND,2.00,Interim Dividend -  Rs 2/- Per Share (Purpose Revised),2,INE015D01022,,
2015-11-10,2015-11-13,MRF,MRF Limited,EQ,DIVIDEND,3.00,Interim Dividend -  Rs 3/- Per Share,10,INE883A01011,,
2015-11-10,2015-11-13,ONGC,Oil & Natural Gas Corporation Limited,EQ,DIVIDEND,4.50,Interim Dividend -  Rs 4.50/- Per Share (Purpose Revised),5,INE213A01011,,
2015-11-10,2015-11-13,SONATSOFTW,Sonata Software Limited,EQ,DIVIDEND,3.50,Interim Dividend -  Re 3.50/- Per Share (Purpose Revised),1,INE269A01021,,
2015-11-10,2015-11-13,VEEDOL,Veedol Corporation Limited,EQ,DIVIDEND,150.00,Interim Dividend -  Rs 150 Per Share,2,INE484C01030,,
2015-11-09,2015-11-11,AARTIIND,Aarti Industries Limited,EQ,DIVIDEND,3.00,Interim Dividend -  Rs 3/- Per Share (Purpose Revised),5,INE769A01020,,
2015-11-09,2015-11-10,ASTRAL,Astral Limited,EQ,DIVIDEND,0.15,Interim Dividend -  Re 0.15/- Per Share (Purpose Revised),1,INE006I01012,,
2015-11-09,2015-11-11,GRANULES,Granules India Limited,EQ,DIVIDEND,0.15,Interim Dividend-Re 0.15/- Per Share,1,INE101D01012,,
2015-11-09,2015-11-10,MARICO,Marico Limited,EQ,DIVIDEND,1.75,Interim Dividend Rs 1.75 Per Share (Purposed Revised),1,INE196A01026,,
2015-11-09,2015-11-10,MAYURUNIQ,Mayur Uniquoters Ltd,EQ,DIVIDEND,0.80,Interim Dividend -  Re 0.80/- Per Share (Purpose Revised),5,INE040D01012,,
2015-11-09,2015-11-10,SOLARINDS,Solar Industries India Limited,EQ,DIVIDEND,9.00,Interim Dividend -  Rs 9/- Per Share,2,INE343H01011,,
2015-11-09,,ZYLOG,Zylog Systems Limited,EQ,MEETING,,Annual General Meeting,5,INE225I01018,2015-11-11,2015-11-14
2015-11-06,2015-11-09,AEGISLOG,Aegis Logistics Limited,EQ,DIVIDEND,0.30,Interim Dividend Re 0.30 Per Share (Purpose Revised),1,INE208C01025,,
2015-11-06,2015-11-09,HARITASEAT,Harita Seating Systems Limited,EQ,DIVIDEND,2.50,Interim Dividend -  Rs 2.50/- Per Share (Purpose Revised),10,INE939D01015,,
2015-11-06,2015-11-09,NAVINFLUOR,Navin Fluorine International Limited,EQ,DIVIDEND,10.00,Interim Dividend -  Rs 10/- Per Share,2,INE048G01018,,
2015-11-06,2015-11-09,SHILPAMED,Shilpa Medicare Limited,EQ,SPLIT,2:1,Face Value Split (Sub-Division) - From Rs 2/- Per Share To Re 1/- Per Share,1,INE790G01023,,
2015-11-06,2015-11-09,SHRIRAMCIT,Shriram City Union Finance Limited,EQ,DIVIDEND,5.00,Interim Dividend -  Rs 5/- Per Share,10,INE722A01011,,
2015-11-05,2015-11-06,COLPAL,Colgate Palmolive (India) Limited,EQ,DIVIDEND,4.00,Interim Dividend -  Rs 4/- Per Share (Purpose Revised),1,INE259A01022,,
2015-11-05,2015-11-06,DABUR,Dabur India Limited,EQ,DIVIDEND,1.25,Interim Dividend -  Rs 1.25/- Per Share (Purpose Revised),1,INE016A01026,,
2015-11-05,2015-11-07,EXIDEIND,Exide Industries Limited,EQ,DIVIDEND,1.60,Interim Dividend -  Rs 1.60/- Per Share,1,INE302A01020,,
2015-11-05,2015-11-06,MPSLTD,MPS Limited,EQ,DIVIDEND,7.00,Interim Dividend -  Rs 7/- Per Share,10,INE943D01017,,
2015-11-05,2015-11-06,MUTHOOTFIN,Muthoot Finance Limited,EQ,DIVIDEND,4.00,Interim Dividend -  Rs 4/- Per Share (Purpose Revised),10,INE414G01012,,
2015-11-05,2015-11-06,RSYSTEMS,R Systems International Limited,EQ,DIVIDEND,0.25,Interim Dividend Re 0.25 Per Share (Purpose Revised),1,INE411H01024,,
2015-11-05,,SHREECEM,SHREE CEMENT LIMITED,EQ,DIVIDEND,14.00,Annual General Meeting/ Dividend -  Rs 14/- Per Share,10,INE070A01015,2015-11-07,2015-11-14
2015-11-05,2015-11-06,SHRIRAMFIN,Shriram Finance Limited,EQ,DIVIDEND,4.00,Interim Dividend -  Rs 4/- Per Share (Purposed Revised),2,INE721A01013,,
2015-11-03,2015-11-04,ICIL,Indo Count Industries Limited,EQ,DIVIDEND,1.00,Interim Dividend -  Re 1/- Per Share,2,INE483B01018,,
2015-11-03,2015-11-04,TIRUMALCHM,Thirumalai Chemicals Limited,EQ,DIVIDEND,4.00,Interim Dividend -  Rs 4/- Per Share (Purpose Revised),1,INE338A01016,,
2015-11-02,2015-11-03,DHANI,Dhani Services Limited,EQ,DIVIDEND,0.50,Interim Dividend -  Re 0.50/- Per Share,2,INE274G01010,,
2015-11-02,2015-11-03,DHFL,Dewan Housing Finance Corporation Limited,EQ,DIVIDEND,3.00,Interim Dividend -  Rs 3/- Per Share,10,INE202B01012,,
2015-11-02,2015-11-03,SAMMAANCAP,Sammaan Capital Limited,EQ,DIVIDEND,9.00,Third Interim Dividend - Rs 9/- Per Share,2,INE148I01020,,
2015-11-02,2015-11-03,TRIDENT,Trident Limited,EQ,DIVIDEND,0.30,Interim Dividend -  Re 0.30/- Per Share (Purpose Revised),1,INE064C01014,,
2015-10-30,2015-11-02,ASHIMASYN,Ashima Limited,EQ,RIGHTS,24:10,Rights : 24:10 At Par,10,INE440A01010,,
2015-10-30,2015-11-02,GODREJCP,Godrej Consumer Products Limited,EQ,DIVIDEND,1.00,Interim Dividend -  Re 1/- Per Share (Purpose Revised),1,INE102D01028,,
2015-10-30,2015-11-02,SSWL,Steel Strips Wheels Limited,EQ,DIVIDEND,1.50,Interim Dividend -  Rs 1.50/- Per Share (Purposed Revised),1,INE802C01017,,
2015-10-30,2015-11-02,VEDL,Vedanta Limited,EQ,DIVIDEND,3.50,Interim Dividend -  Rs 3.50/- Per Share,1,INE205A01025,,
2015-10-30,2015-11-02,WELSPUNLIV,Welspun Living Limited,EQ,DIVIDEND,6.50,Interim Dividend -  Rs 6.50/- Per Share,1,INE192B01031,,
2015-10-29,,CAPLIPOINT,Caplin Point Laboratories Limited,EQ,DIVIDEND,5.00,Annual General Meeting/Dividend -  Rs 5/- Per Share,2,INE475E01018,2015-10-31,2015-11-05
2015-10-29,2015-10-30,FOSECOIND,Foseco India Limited,EQ,DIVIDEND,8.00,Interim Dividend -  Rs 8/- Per Share,10,INE519A01011,,
2015-10-29,2015-10-30,IDFCFIRSTB,IDFC First Bank Limited,H4,BUYBACK,,Payment Of Amount Of Buyback To Bondholders,5000,INE092T01019,,
2015-10-29,2015-10-30,KITEX,Kitex Garments Limited,EQ,DIVIDEND,0.75,Interim Dividend -  Re 0.75/- Per Share,1,INE602G01020,,
2015-10-29,2015-10-30,SARLAPOLY,Sarla Performance Fibers Limited,EQ,SPLIT,10:1,Face Value Split From Rs 10 To Re 1 (Record Date Revised),1,INE453D01017,,
2015-10-28,2015-10-29,ASIANPAINT,Asian Paints Limited,EQ,DIVIDEND,2.20,Interim Dividend - Rs 2.20/- Per Share (Purpose Revised),1,INE021A01018,,
2015-10-27,2015-10-28,CYIENT,Cyient Limited,EQ,DIVIDEND,3.00,Interim Dividend -  Rs 3/- Per Share,5,INE136B01020,,
2015-10-27,2015-10-28,IRB,IRB Infrastructure Developers Limited,EQ,DIVIDEND,2.00,Interim Dividend - Rs 2/- Per Share (Purpose Revised),1,INE821I01014,,
2015-10-27,,SANGHIIND,Sanghi Industries Limited,EQ,MEETING,,Annual General Meeting,10,INE999B01013,2015-10-29,2015-10-31
2015-10-23,2015-10-26,HATSUN,Hatsun Agro Product Limited,EQ,DIVIDEND,1.00,Second Interim Dividend Re.1/- Per Share (Purpose Revised),1,INE473B01035,,
2015-10-23,2015-10-26,HCLTECH,HCL Technologies Limited,EQ,DIVIDEND,5.00,Interim Dividend - Rs 5/- Per Share (Purpose Revised),2,INE860A01027,,
2015-10-23,2015-10-26,HINDZINC,Hindustan Zinc Limited,EQ,DIVIDEND,1.90,Interim Dividend Rs.1.90 Per Share And Special Interim Dividend Rs.1.90 Per Share (Purpose Revised),2,INE267A01017,,
2015-10-23,2015-10-26,TCS,Tata Consultancy Services Limited,EQ,DIVIDEND,5.50,Interim Dividend - Rs 5.50/- Per Share,1,INE467B01029,,
2015-10-21,2015-10-23,CRISIL,Crisil Limited,EQ,DIVIDEND,5.00,Interim Dividend - Rs 5/- Per Share (Purpose Revised),1,INE007A01017,,
2015-10-21,,GUJSTATFIN,Gujarat State Financial Corporation,EQ,MEETING,,Annual General Meeting,10,INE944A01011,2015-10-26,2015-10-30
2015-10-21,2015-10-23,MINDTREE,MindTree Limited,EQ,DIVIDEND,4.00,Interim Dividend Rs.4/- Per Share (Purpose Revised),10,INE018I01017,,
2015-10-21,2015-10-24,RUBYMILLS,The Ruby Mills Limited,EQ,BONUS,1:1,Bonus 1:1,5,INE301D01018,,
2015-10-21,2015-10-24,SASKEN,Sasken Technologies Limited,EQ,DIVIDEND,3.00,Interim Dividend - Rs 3/- Per Share (Purpose Revised),10,INE231F01020,,
2015-10-21,,SUNPHARMA,Sun Pharmaceutical Industries Limited,EQ,DIVIDEND,3.00,Annual General Meeting/ Dividend - Rs 3/- Per Share,1,INE044A01028,2015-10-24,2015-10-31
2015-10-20,,DCMFINSERV,DCM Financial Services Limited,EQ,MEETING,,Annual General Meeting,10,INE891B01012,2015-10-22,2015-10-29
2015-10-19,2015-10-20,HINDUNILVR,Hindustan Unilever Limited,EQ,DIVIDEND,6.50,Interim Dividend - Rs 6.50/- Per Share (Purpose Revised),1,INE030A01027,,
2015-10-19,,PGHH,Procter & Gamble Hygiene and Health Care Limited,EQ,DIVIDEND,30.25,Dividend - Rs 30.25/- Per Share,10,INE179A01014,2015-10-21,2015-10-28
2015-10-16,2015-10-19,INFY,Infosys Limited,EQ,DIVIDEND,10.00,Interim Dividend Rs.10/- Per Share (Purpose Revised),5,INE009A01021,,
2015-10-15,,GILLETTE,Gillette India Limited,EQ,DIVIDEND,15.00,Annual General Meeting/Final Dividend Rs.15/- Per Share/Interim Dividend - Rs.19.52 Per Share (Purpose Revised),10,INE322A01010,2015-10-19,2015-10-26
2015-10-15,2015-10-16,LAMBODHARA,Lambodhara Textiles Limited,EQ,SPLIT,10:5,Face Value Split From Rs 10 To Rs 5,5,INE112F01014,,
2015-10-15,,SYMPHONY,Symphony Limited,EQ,DIVIDEND,10.00,Annual General Meeting/ Dividend -  Rs 10/- Per Share,2,INE225D01019,2015-10-17,2015-10-27
2015-10-08,2015-10-09,INDIACEM,The India Cements Limited,EQ,OTHER,,For Distribution Of Chennai Super Kings Cricket Limited Shares To The Shareholders Of India Cements,10,INE383A01012,,
2015-10-08,2015-10-09,SEAMECLTD,Seamec Limited,EQ,BUYBACK,,Buyback,10,INE497B01018,,
2015-10-08,2015-10-10,SHIVAMAUTO,Shivam Autotech Limited,EQ,BONUS,1:1,Bonus 1: 1,2,INE637H01016,,
2015-10-07,2015-10-08,BATAINDIA,Bata India Limited,EQ,SPLIT,10:5,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share,5,INE176A01010,,
2015-10-07,2015-10-08,IL&FSTRANS,IL&FS Transportation Networks Limited,EQ,RIGHTS,1:3,Rights 1:3 @ Premium Rs.80/- Per Share,10,INE975G01012,,
2015-10-06,2015-10-07,ZYDUSLIFE,Zydus Lifesciences Limited,EQ,SPLIT,5:1,Face Value Split (Sub-Division) - From Rs 5/- Per Share To Re 1/- Per Share,1,INE010B01027,,
2015-10-01,2015-10-05,IDFC,IDFC Limited,EQ,DEMERGER,,Demerger,10,INE043D01016,,
2015-09-29,,IDFC,IDFC Limited,H1,DEMERGER,,Demerger,5000,INE043D01016,2015-10-01,2015-10-08
2015-09-28,,NAMASTEXP,Namaste Exports Limited,EQ,MEETING,,Annual General Meeting,10,INE583A01017,2015-09-30,2015-09-30
2015-09-24,,AGRODUTCH,Agro Dutch Industries Limited,EQ,MEETING,,Annual General Meeting,10,INE135B01014,2015-09-29,2015-09-30
2015-09-24,,CEREBRAINT,Cerebra Integrated Technologies Limited,EQ,MEETING,,Annual General Meeting,10,INE345B01019,2015-09-29,2015-09-29
2015-09-24,,ESSAROIL,Essar Oil Limited,EQ,MEETING,,Annual General Meeting,10,INE011A01019,2015-09-29,2015-09-30
2015-09-24,,IZMO,IZMO Limited,EQ,MEETING,,Annual General Meeting,10,INE848A01014,2015-09-29,2015-09-29
2015-09-24,,NEUEON,Neueon Corporation Limited,EQ,MEETING,,Annual General Meeting,1,INE333I01044,2015-09-29,2015-09-29
2015-09-24,,RAMASTEEL,Rama Steel Tubes Limited,EQ,MEETING,,Annual General Meeting,1,INE230R01019,2015-09-29,2015-09-29
2015-09-24,,SMPL,Splendid Metal Products Limited,EQ,MEETING,,Annual General Meeting,5,INE215G01021,2015-09-29,2015-09-29
2015-09-24,,SUJANAUNI,Sujana Universal Industries Limited,EQ,MEETING,,Annual General Meeting,10,INE216G01011,2015-09-29,2015-09-29
2015-09-24,,SVOGL,SVOGL Oil Gas And Energy Limited,EQ,MEETING,,Annual General Meeting,10,INE756B01017,2015-09-29,2015-09-30
2015-09-23,2015-09-24,ALANKIT,Alankit Limited,EQ,SPLIT,10:2,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share,1,INE914E01024,,
2015-09-23,,ALCHEM,Alchemist Limited,EQ,MEETING,,Annual General Meeting,10,INE964B01033,2015-09-25,2015-09-28
2015-09-23,,AMTL,Advance Metering Technology Limited,EQ,MEETING,,Annual General Meeting,5,INE436N01029,2015-09-26,2015-09-30
2015-09-23,,ANSALHSG,Ansal Housing Limited,EQ,DIVIDEND,0.80,Annual General Meeting/Dividend Re 0.80 Per Share,10,INE880B01015,2015-09-26,2015-09-30
2015-09-23,2015-09-24,APCOTEXIND,Apcotex Industries Limited,EQ,BONUS,1:1,Bonus 1:1,2,INE116A01016,,
2015-09-23,,ARAVALIIND,Aravali Industries Limited,EQ,MEETING,,Annual General Meeting,10,INE450C01015,2015-09-26,2015-09-30
2015-09-23,,ARROWGREEN,Arrow Greentech Limited,EQ,MEETING,,Agm/Div-Rs 2.50/- Per Share,10,INE570D01018,2015-09-25,2015-09-29
2015-09-23,,ASAHISONG,Asahi Songwon Colors Limited,EQ,DIVIDEND,3.50,Annual General Meeting/ Dividend -  Rs 3.50/- Per Share,10,INE228I01012,2015-09-25,2015-09-30
2015-09-23,,ASIL,Amit Spinning Industries Limited,EQ,MEETING,,Annual General Meeting,5,INE988A01026,2015-09-28,2015-09-30
2015-09-23,,AURUS,AURUS GEM CORPORATION LIMITED,EQ,DIVIDEND,0.35,Annual General Meeting/ Dividend -  Re 0.35/- Per Share (Purpose Revised),10,INE142K01011,2015-09-25,2015-09-26
2015-09-23,,AUTOIND,Autoline Industries Limited,EQ,MEETING,,Annual General Meeting,10,INE718H01014,2015-09-26,2015-09-29
2015-09-23,,BHAGYNAGAR,Bhagyanagar India Limited,EQ,DIVIDEND,0.30,Annual General Meeting/ Dividend -  Re 0.30/- Per Share,2,INE458B01028,2015-09-25,2015-09-30
2015-09-23,,BILENERGY,Bil Energy Systems Limited,EQ,MEETING,,Annual General Meeting,1,INE607L01011,2015-09-25,2015-09-29
2015-09-23,,BILPOWER,Bilpower  Limited,EQ,MEETING,,Annual General Meeting,10,INE952D01018,2015-09-25,2015-09-29
2015-09-23,,BIRLACOT,Birla Cotsyn (India) Limited,EQ,MEETING,,Annual General Meeting,1,INE655I01024,2015-09-26,2015-09-30
2015-09-23,,BSLIMITED,BS Limited,EQ,MEETING,,Annual General Meeting,1,INE043K01011,2015-09-26,2015-09-30
2015-09-23,,CLCIND,CLC Industries Limited,EQ,MEETING,,Annual General Meeting,10,IN8376C01029,2015-09-28,2015-09-30
2015-09-23,2015-09-24,COLPAL,Colgate Palmolive (India) Limited,EQ,BONUS,1:1,Bonus 1:1,1,INE259A01022,,
2015-09-23,,CRANESSOFT,Cranes Software International Limited,EQ,MEETING,,Annual General Meeting,2,INE234B01023,2015-09-25,2015-09-30
2015-09-23,,DIAPOWER,Diamond Power Infra Ltd,EQ,MEETING,,Annual General Meeting,10,INE989C01012,2015-09-25,2015-09-30
2015-09-23,2015-09-26,DIVISLAB,Divi's Laboratories Limited,EQ,BONUS,1:1,Bonus 1:1,2,INE361B01024,,
2015-09-23,,DSKULKARNI,DS Kulkarni Developers Limited,EQ,DIVIDEND,1.25,Annual General Meeting/ Dividend -  Rs 1.25/- Per Share,10,INE891A01014,2015-09-25,2015-09-29
2015-09-23,,ELECTHERM,Electrotherm (India) Limited,EQ,MEETING,,Annual General Meeting,10,INE822G01016,2015-09-25,2015-09-30
2015-09-23,,FACT,Fertilizers and Chemicals Travancore Limited,EQ,MEETING,,Annual General Meeting,10,INE188A01015,2015-09-25,2015-09-30
2015-09-23,,FARMAXIND,Farmax India Limited,EQ,MEETING,,Annual General Meeting,1,INE890I01035,2015-09-26,2015-09-30
2015-09-23,,FDC,FDC Limited,EQ,DIVIDEND,2.25,Annual General Meeting/ Dividend -  Rs 2.25/- Per Share,1,INE258B01022,2015-09-26,2015-09-30
2015-09-23,,FMNL,Future Market Networks Limited,EQ,MEETING,,Annual General Meeting,10,INE360L01017,2015-09-25,2015-09-29
2015-09-23,,GMDCLTD,Gujarat Mineral Development Corporation Limited,EQ,DIVIDEND,3.00,Annual General Meeting/ Dividend -  Rs 3/- Per Share,2,INE131A01031,2015-09-26,2015-09-29
2015-09-23,,HDIL,Housing Development and Infrastructure Limited,EQ,MEETING,,Annual General Meeting,10,INE191I01012,2015-09-26,2015-09-30
2015-09-23,,HGS,Hinduja Global Solutions Limited,EQ,DIVIDEND,5.00,Annual General Meeting/ Dividend -  Rs 5/- Per Share,10,INE170I01016,2015-09-25,2015-09-29
2015-09-23,,ICDSLTD,ICDS Limited,EQ,MEETING,,Annual General Meeting,10,INE613B01010,2015-09-25,2015-09-28
2015-09-23,,INDUSFILA,Indus Fila Limited,EQ,MEETING,,Annual General Meeting,10,INE025I01012,2015-09-26,2015-09-30
2015-09-23,,JAINSTUDIO,Jain Studios Limited,EQ,MEETING,,Annual General Meeting,10,INE486B01011,2015-09-28,2015-09-30
2015-09-23,,JAMNAAUTO,Jamna Auto Industries Limited,EQ,DIVIDEND,2.20,Annual General Meeting And Final Dividend Rs.2.20 Per Share (Bc Revised),1,INE039C01016,2015-09-25,2015-09-28
2015-09-23,,JINDALPHOT,Jindal Photo Limited,EQ,MEETING,,Annual General Meeting,10,INE796G01012,2015-09-28,2015-09-30
2015-09-23,,JINDCOT,Jindal Cotex Limited,EQ,MEETING,,Annual General Meeting,10,INE904J01016,2015-09-25,2015-09-30
2015-09-23,,JINDWORLD,Jindal Worldwide Limited,EQ,DIVIDEND,0.50,Annual General Meeting/ Dividend -  Re 0.50/- Per Share,1,INE247D01013,2015-09-26,2015-09-30
2015-09-23,,JMCPROJECT,JMC Projects (India)  Limited,EQ,DIVIDEND,1.00,Annual General Meeting/Dividend -  Re 1/- Per Share,2,INE890A01016,2015-09-26,2015-09-29
2015-09-23,,KARUNACAB,Karuna Cables Limited,EQ,MEETING,,Annual General Meeting,2,INE774B01028,2015-09-25,2015-09-26
2015-09-23,,KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,EQ,MEETING,,Annual General Meeting (Book Closure Start Date Revised),1000,INE234I01010,2015-09-25,2015-09-29
2015-09-23,,KNDENGTECH,KND Engineering Technologies Limited,EQ,MEETING,,Annual General Meeting,10,INE122801017,2015-09-25,2015-09-28
2015-09-23,,KNRCON,KNR Constructions Limited,EQ,DIVIDEND,1.00,Annual General Meeting/ Dividend -  Re 1/- Per Share,2,INE634I01011,2015-09-25,2015-09-30
2015-09-23,,KREBSBIO,Krebs Biochemicals and Industries Limited,EQ,MEETING,,Annual General Meeting,10,INE268B01013,2015-09-25,2015-09-29
2015-09-23,,KRISNAFILA,Krishna Filaments Limited,EQ,MEETING,,Annual General Meeting,10,INE073A01019,2015-09-28,2015-09-30
2015-09-23,,KSCL,Kaveri Seed Company Limited,EQ,DIVIDEND,2.50,Annual General Meeting/ Dividend -  Rs 2.50/- Per Share (Book Closure Start Date Revised),2,INE455I01011,2015-09-26,2015-09-29
2015-09-23,,KSERASERA,KSS Limited,EQ,MEETING,,Annual General Meeting,1,INE216D01018,2015-09-25,2015-09-30
2015-09-23,,KWALITY,kwality limited,EQ,DIVIDEND,0.10,Annual General Meeting/ Dividend -  Re 0.10/- Per Share (Book Closure Dates Revised),1,INE775B01025,2015-09-25,2015-09-30
2015-09-23,,LAKSHMIEFL,Lakshmi Energy and Foods Limited,EQ,MEETING,,Annual General Meeting,2,INE992B01026,2015-09-26,2015-09-29
2015-09-23,,LOKESHMACH,Lokesh Machines Limited,EQ,DIVIDEND,0.50,Annual General Meeting/Dividend Re 0.50 Per Share,10,INE397H01017,2015-09-25,2015-09-28
2015-09-23,,MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,EQ,MEETING,,Annual General Meeting,10,INE843B01013,2015-09-25,2015-09-30
2015-09-23,,MALWACOTT,Malwa Cotton Spg. Mills Limited,EQ,MEETING,,Annual General Meeting,10,INE272B01015,2015-09-27,2015-09-29
2015-09-23,,MARKSANS,Marksans Pharma Limited,EQ,DIVIDEND,0.12,Annual General Meeting/ Dividend -  Re 0.12/- Per Share,1,INE750C01026,2015-09-26,2015-09-29
2015-09-23,,MCDHOLDING,McDowell Holdings Limited,EQ,MEETING,,Annual General Meeting,10,INE836H01014,2015-09-25,2015-09-28
2015-09-23,,MVL,MVL Limited,EQ,MEETING,,Annual General Meeting,1,INE744I01026,2015-09-25,2015-09-30
2015-09-23,,NEPCMICON,NEPC India Limited,EQ,MEETING,,Annual General Meeting,10,INE588A01016,2015-09-28,2015-09-30
